categorical_feature,category,numeric_feature,n_observations,mean_value,median_value,Churn_rate
StreamingMovies,No,expected_total_from_tenure_monthly,2785,1714.8709156193895,1113.0,0.6631956912028726
StreamingMovies,Yes,expected_total_from_tenure_monthly,2732,3753.2666910688145,3698.8,0.7005856515373353
StreamingMovies,No internet service,expected_total_from_tenure_monthly,1526,662.0338138925296,519.375,0.9259501965923984
StreamingMovies,No,expected_min_total_from_contract,2785,17.477324955116693,0.0,0.6631956912028726
StreamingMovies,Yes,expected_min_total_from_contract,2732,46.943670937042455,53.75,0.7005856515373353
StreamingMovies,No internet service,expected_min_total_from_contract,1526,13.985157273918741,19.7,0.9259501965923984
StreamingMovies,Yes,expected_total_senior,595,3797.5334117647058,3604.0,0.5899159663865546
StreamingMovies,No,expected_total_senior,495,1818.8460515151514,1148.8,0.5414141414141415
StreamingMovies,No internet service,expected_total_senior,52,933.8807403846156,925.5,0.9038461538461539
StreamingMovies,No,expected_total_from_payment_profile,2785,1714.8709156193895,1113.0,0.6631956912028726
StreamingMovies,Yes,expected_total_from_payment_profile,2732,3753.2666910688145,3698.8,0.7005856515373353
StreamingMovies,No internet service,expected_total_from_payment_profile,1526,662.0338138925296,519.375,0.9259501965923984
StreamingMovies,No,total_charges_per_month,2785,67.29214876436049,69.17399999999999,0.6631956912028726
StreamingMovies,Yes,total_charges_per_month,2732,88.90194775602329,92.63867276887872,0.7005856515373353
StreamingMovies,No internet service,total_charges_per_month,1526,26.560710360478996,20.35,0.9259501965923984
Contract,Month-to-month,SeniorCitizen,3875,0.20825806451612902,0.0,0.5729032258064516
Contract,Two year,SeniorCitizen,1695,0.0855457227138643,0.0,0.9716814159292035
Contract,One year,SeniorCitizen,1473,0.12898845892735913,0.0,0.8873048200950441
Contract,Month-to-month,tenure,3875,18.036645161290323,12.0,0.5729032258064516
Contract,Two year,tenure,1695,56.74100294985251,64.0,0.9716814159292035
Contract,One year,tenure,1473,42.04548540393754,44.0,0.8873048200950441
Contract,Month-to-month,MonthlyCharges,3875,66.39868051612903,73.25,0.5729032258064516
Contract,Two year,MonthlyCharges,1695,60.732027728613566,64.35,0.9716814159292035
Contract,One year,MonthlyCharges,1473,65.0348845892736,68.75,0.8873048200950441
Contract,Month-to-month,TotalCharges,3875,1369.2561563870968,679.55,0.5729032258064516
Contract,Two year,TotalCharges,1695,3705.1908530973446,3593.8,0.9716814159292035
Contract,One year,TotalCharges,1473,3032.842938900204,2656.7,0.8873048200950441
Contract,Month-to-month,Churn_flag,3875,0.4270967741935484,0.0,0.5729032258064516
Contract,Two year,Churn_flag,1695,0.02831858407079646,0.0,0.9716814159292035
Contract,One year,Churn_flag,1473,0.11269517990495587,0.0,0.8873048200950441
Contract,Month-to-month,expected_total_from_tenure_monthly,3875,1370.0966709677418,686.25,0.5729032258064516
Contract,Two year,expected_total_from_tenure_monthly,1695,3698.399970501475,3604.0,0.9716814159292035
Contract,One year,expected_total_from_tenure_monthly,1473,3029.3218940936868,2665.7000000000003,0.8873048200950441
Contract,Month-to-month,expected_min_total_from_contract,3875,0.0,0.0,0.5729032258064516
Contract,Two year,expected_min_total_from_contract,1695,60.46878761061947,64.2,0.9716814159292035
Contract,One year,expected_min_total_from_contract,1473,65.01779633401223,68.75,0.8873048200950441
Contract,Month-to-month,expected_total_senior,807,1967.947192069393,1389.7,0.45353159851301117
Contract,One year,expected_total_senior,190,4473.741052631579,4618.2,0.8473684210526315
Contract,Two year,expected_total_senior,145,5312.267517241379,6025.5,0.9586206896551724
Contract,Month-to-month,expected_total_from_payment_profile,3875,1370.0966709677418,686.25,0.5729032258064516
Contract,Two year,expected_total_from_payment_profile,1695,3698.399970501475,3604.0,0.9716814159292035
Contract,One year,expected_total_from_payment_profile,1473,3029.3218940936868,2665.7000000000003,0.8873048200950441
Contract,Month-to-month,total_charges_per_month,3875,66.38333693367112,72.275,0.5729032258064516
Contract,Two year,total_charges_per_month,1695,68.65017634986042,64.52014925373135,0.9716814159292035
Contract,One year,total_charges_per_month,1473,66.00334016110087,68.625,0.8873048200950441
PaperlessBilling,Yes,SeniorCitizen,4171,0.21002157755933828,0.0,0.6643490769599616
PaperlessBilling,No,SeniorCitizen,2872,0.09261838440111421,0.0,0.8366991643454039
PaperlessBilling,Yes,tenure,4171,32.49724286741789,29.0,0.6643490769599616
PaperlessBilling,No,tenure,2872,32.19185236768802,29.0,0.8366991643454039
PaperlessBilling,Yes,MonthlyCharges,4171,73.53571277871013,79.45,0.6643490769599616
PaperlessBilling,No,MonthlyCharges,2872,51.989763579387194,50.175,0.8366991643454039
PaperlessBilling,Yes,TotalCharges,4171,2575.4580477103814,1756.6,0.6643490769599616
PaperlessBilling,No,TotalCharges,2872,1849.3413071030639,1084.875,0.8366991643454039
PaperlessBilling,Yes,Churn_flag,4171,0.33565092304003835,0.0,0.6643490769599616
PaperlessBilling,No,Churn_flag,2872,0.1633008356545961,0.0,0.8366991643454039
PaperlessBilling,Yes,expected_total_from_tenure_monthly,4171,2575.07542555742,1750.0,0.6643490769599616
PaperlessBilling,No,expected_total_from_tenure_monthly,2872,1845.2173050139274,1080.0,0.8366991643454039
PaperlessBilling,Yes,expected_min_total_from_contract,4171,28.426429393430833,0.0,0.6643490769599616
PaperlessBilling,No,expected_min_total_from_contract,2872,27.750408077994425,19.6,0.8366991643454039
PaperlessBilling,Yes,expected_total_senior,876,2896.1826894977166,2416.175,0.545662100456621
PaperlessBilling,No,expected_total_senior,266,2523.9358571428575,1805.775,0.706766917293233
PaperlessBilling,Yes,expected_total_from_payment_profile,4171,2575.07542555742,1750.0,0.6643490769599616
PaperlessBilling,No,expected_total_from_payment_profile,2872,1845.2173050139274,1080.0,0.8366991643454039
PaperlessBilling,Yes,total_charges_per_month,4171,74.44838393492512,79.025,0.6643490769599616
PaperlessBilling,No,total_charges_per_month,2872,55.813436697673346,50.18980263157894,0.8366991643454039
PaymentMethod,Electronic check,SeniorCitizen,2365,0.25116279069767444,0.0,0.5471458773784356
PaymentMethod,Mailed check,SeniorCitizen,1612,0.05831265508684864,0.0,0.8089330024813896
PaymentMethod,Bank transfer (automatic),SeniorCitizen,1544,0.15090673575129535,0.0,0.832901554404145
PaymentMethod,Credit card (automatic),SeniorCitizen,1522,0.145203679369251,0.0,0.8475689881734559
PaymentMethod,Electronic check,tenure,2365,25.17463002114165,18.0,0.5471458773784356
PaymentMethod,Mailed check,tenure,1612,21.83498759305211,15.0,0.8089330024813896
PaymentMethod,Bank transfer (automatic),tenure,1544,43.6580310880829,48.0,0.832901554404145
PaymentMethod,Credit card (automatic),tenure,1522,43.2700394218134,47.0,0.8475689881734559
PaymentMethod,Electronic check,MonthlyCharges,2365,76.24623932346724,80.55,0.5471458773784356
PaymentMethod,Mailed check,MonthlyCharges,1612,43.91925372208437,34.7,0.8089330024813896
PaymentMethod,Bank transfer (automatic),MonthlyCharges,1544,67.17147279792746,73.1,0.832901554404145
PaymentMethod,Credit card (automatic),MonthlyCharges,1522,66.49087516425755,73.025,0.8475689881734559
PaymentMethod,Electronic check,TotalCharges,2365,2089.4270283298097,1253.9,0.5471458773784356
PaymentMethod,Mailed check,TotalCharges,1612,1055.995789081886,473.675,0.8089330024813896
PaymentMethod,Bank transfer (automatic),TotalCharges,1544,3072.7215712435236,2472.7749999999996,0.832901554404145
PaymentMethod,Credit card (automatic),TotalCharges,1522,3065.3755,2445.95,0.8475689881734559
PaymentMethod,Electronic check,Churn_flag,2365,0.4528541226215645,0.0,0.5471458773784356
PaymentMethod,Mailed check,Churn_flag,1612,0.19106699751861042,0.0,0.8089330024813896
PaymentMethod,Bank transfer (automatic),Churn_flag,1544,0.16709844559585493,0.0,0.832901554404145
PaymentMethod,Credit card (automatic),Churn_flag,1522,0.15243101182654403,0.0,0.8475689881734559
PaymentMethod,Electronic check,expected_total_from_tenure_monthly,2365,2088.692621564482,1256.45,0.5471458773784356
PaymentMethod,Mailed check,expected_total_from_tenure_monthly,1612,1049.6061104218363,469.92499999999995,0.8089330024813896
PaymentMethod,Bank transfer (automatic),expected_total_from_tenure_monthly,1544,3072.7680699481866,2473.6499999999996,0.832901554404145
PaymentMethod,Credit card (automatic),expected_total_from_tenure_monthly,1522,3064.406504599211,2440.575,0.8475689881734559
PaymentMethod,Electronic check,expected_min_total_from_contract,2365,17.587872727272725,0.0,0.5471458773784356
PaymentMethod,Mailed check,expected_min_total_from_contract,1612,18.226312655086847,0.0,0.8089330024813896
PaymentMethod,Bank transfer (automatic),expected_min_total_from_contract,1544,40.739904145077716,24.05,0.832901554404145
PaymentMethod,Credit card (automatic),expected_min_total_from_contract,1522,42.304377135348226,25.05,0.8475689881734559
PaymentMethod,Electronic check,expected_total_senior,594,2307.4016776094277,1667.25,0.4663299663299663
PaymentMethod,Bank transfer (automatic),expected_total_senior,233,3797.63364806867,3730.3500000000004,0.7725321888412017
PaymentMethod,Credit card (automatic),expected_total_senior,221,3694.9280542986426,3310.2000000000003,0.7194570135746606
PaymentMethod,Mailed check,expected_total_senior,94,1451.049335106383,518.5250000000001,0.5319148936170213
PaymentMethod,Electronic check,expected_total_from_payment_profile,2365,2088.692621564482,1256.45,0.5471458773784356
PaymentMethod,Mailed check,expected_total_from_payment_profile,1612,1049.6061104218363,469.92499999999995,0.8089330024813896
PaymentMethod,Bank transfer (automatic),expected_total_from_payment_profile,1544,3072.7680699481866,2473.6499999999996,0.832901554404145
PaymentMethod,Credit card (automatic),expected_total_from_payment_profile,1522,3064.406504599211,2440.575,0.8475689881734559
PaymentMethod,Electronic check,total_charges_per_month,2365,76.24312573792378,80.75208333333333,0.5471458773784356
PaymentMethod,Mailed check,total_charges_per_month,1612,50.707502327646836,34.92309090909091,0.8089330024813896
PaymentMethod,Bank transfer (automatic),total_charges_per_month,1544,68.84239895075434,72.89494949494949,0.832901554404145
PaymentMethod,Credit card (automatic),total_charges_per_month,1522,67.32736497107058,72.64722222222223,0.8475689881734559
Churn,No,SeniorCitizen,5174,0.12872052570545034,0.0,1.0
Churn,Yes,SeniorCitizen,1869,0.2546816479400749,0.0,0.0
Churn,No,tenure,5174,37.57209122535756,38.0,1.0
Churn,Yes,tenure,1869,17.979133226324237,10.0,0.0
Churn,No,MonthlyCharges,5174,61.25105044453034,64.42500000000001,1.0
Churn,Yes,MonthlyCharges,1869,74.43505831995721,79.65,0.0
Churn,No,TotalCharges,5174,2549.5580272516427,1679.525,1.0
Churn,Yes,TotalCharges,1869,1531.3699935794543,703.55,0.0
Churn,No,Churn_flag,5174,0.0,0.0,1.0
Churn,Yes,Churn_flag,1869,1.0,1.0,0.0
Churn,No,expected_total_from_tenure_monthly,5174,2546.979281020487,1687.125,1.0
Churn,Yes,expected_total_from_tenure_monthly,1869,1531.3177635098984,700.0,0.0
Churn,No,expected_min_total_from_contract,5174,34.78787475840742,19.95,1.0
Churn,Yes,expected_min_total_from_contract,1869,9.77707062600321,0.0,0.0
Churn,No,expected_total_senior,666,3491.7979429429424,3181.8,1.0
Churn,Yes,expected_total_senior,476,1854.8015630252103,1167.0749999999998,0.0
Churn,No,expected_total_from_payment_profile,5174,2546.979281020487,1687.125,1.0
Churn,Yes,expected_total_from_payment_profile,1869,1531.3177635098984,700.0,0.0
Churn,No,total_charges_per_month,5174,64.11055118715802,64.25977564102564,1.0
Churn,Yes,total_charges_per_month,1869,74.43146481858479,79.3125,0.0
SeniorCitizen_flag_text,No,SeniorCitizen,5901,0.0,0.0,0.763938315539739
SeniorCitizen_flag_text,Yes,SeniorCitizen,1142,1.0,1.0,0.5831873905429071
SeniorCitizen_flag_text,No,tenure,5901,32.194034909337404,28.0,0.763938315539739
SeniorCitizen_flag_text,Yes,tenure,1142,33.29597197898424,31.0,0.5831873905429071
SeniorCitizen_flag_text,No,MonthlyCharges,5901,61.83616387053041,65.8,0.763938315539739
SeniorCitizen_flag_text,Yes,MonthlyCharges,1142,79.80460245183887,84.85,0.5831873905429071
SeniorCitizen_flag_text,No,TotalCharges,5901,2177.0625282155565,1299.1,0.763938315539739
SeniorCitizen_flag_text,Yes,TotalCharges,1142,2807.966525394045,2263.75,0.5831873905429071
SeniorCitizen_flag_text,No,Churn_flag,5901,0.23606168446026096,0.0,0.763938315539739
SeniorCitizen_flag_text,Yes,Churn_flag,1142,0.4168126094570928,0.0,0.5831873905429071
SeniorCitizen_flag_text,No,expected_total_from_tenure_monthly,5901,2174.6798085070327,1288.8,0.763938315539739
SeniorCitizen_flag_text,Yes,expected_total_from_tenure_monthly,1142,2808.5097635726793,2245.35,0.5831873905429071
SeniorCitizen_flag_text,No,expected_min_total_from_contract,5901,28.94128656159973,0.0,0.763938315539739
SeniorCitizen_flag_text,Yes,expected_min_total_from_contract,1142,24.06591681260946,0.0,0.5831873905429071
SeniorCitizen_flag_text,Yes,expected_total_senior,1142,2809.477210157618,2245.35,0.5831873905429071
SeniorCitizen_flag_text,No,expected_total_from_payment_profile,5901,2174.6798085070327,1288.8,0.763938315539739
SeniorCitizen_flag_text,Yes,expected_total_from_payment_profile,1142,2808.5097635726793,2245.35,0.5831873905429071
SeniorCitizen_flag_text,No,total_charges_per_month,5901,64.36589185818188,66.05,0.763938315539739
SeniorCitizen_flag_text,Yes,total_charges_per_month,1142,79.68237454742493,84.56933940242763,0.5831873905429071
Senior_flag,False,SeniorCitizen,5901,0.0,0.0,0.763938315539739
Senior_flag,True,SeniorCitizen,1142,1.0,1.0,0.5831873905429071
Senior_flag,False,tenure,5901,32.194034909337404,28.0,0.763938315539739
Senior_flag,True,tenure,1142,33.29597197898424,31.0,0.5831873905429071
Senior_flag,False,MonthlyCharges,5901,61.83616387053041,65.8,0.763938315539739
Senior_flag,True,MonthlyCharges,1142,79.80460245183887,84.85,0.5831873905429071
Senior_flag,False,TotalCharges,5901,2177.0625282155565,1299.1,0.763938315539739
Senior_flag,True,TotalCharges,1142,2807.966525394045,2263.75,0.5831873905429071
Senior_flag,False,Churn_flag,5901,0.23606168446026096,0.0,0.763938315539739
Senior_flag,True,Churn_flag,1142,0.4168126094570928,0.0,0.5831873905429071
Senior_flag,False,expected_total_from_tenure_monthly,5901,2174.6798085070327,1288.8,0.763938315539739
Senior_flag,True,expected_total_from_tenure_monthly,1142,2808.5097635726793,2245.35,0.5831873905429071
Senior_flag,False,expected_min_total_from_contract,5901,28.94128656159973,0.0,0.763938315539739
Senior_flag,True,expected_min_total_from_contract,1142,24.06591681260946,0.0,0.5831873905429071
Senior_flag,True,expected_total_senior,1142,2809.477210157618,2245.35,0.5831873905429071
Senior_flag,False,expected_total_from_payment_profile,5901,2174.6798085070327,1288.8,0.763938315539739
Senior_flag,True,expected_total_from_payment_profile,1142,2808.5097635726793,2245.35,0.5831873905429071
Senior_flag,False,total_charges_per_month,5901,64.36589185818188,66.05,0.763938315539739
Senior_flag,True,total_charges_per_month,1142,79.68237454742493,84.56933940242763,0.5831873905429071
pseudo_start,2000-01-01 00:00:00,SeniorCitizen,7043,0.1621468124378816,0.0,0.7346301292063041
pseudo_start,2000-01-01 00:00:00,tenure,7043,32.37271049268777,29.0,0.7346301292063041
pseudo_start,2000-01-01 00:00:00,MonthlyCharges,7043,64.74968891097544,70.35,0.7346301292063041
pseudo_start,2000-01-01 00:00:00,TotalCharges,7043,2279.361600312367,1397.475,0.7346301292063041
pseudo_start,2000-01-01 00:00:00,Churn_flag,7043,0.2653698707936959,0.0,0.7346301292063041
pseudo_start,2000-01-01 00:00:00,expected_total_from_tenure_monthly,7043,2277.453315348573,1393.6000000000001,0.7346301292063041
pseudo_start,2000-01-01 00:00:00,expected_min_total_from_contract,7043,28.15076089734488,0.0,0.7346301292063041
pseudo_start,2000-01-01 00:00:00,expected_total_senior,1142,2809.477210157618,2245.35,0.5831873905429071
pseudo_start,2000-01-01 00:00:00,expected_total_from_payment_profile,7043,2277.453315348573,1393.6000000000001,0.7346301292063041
pseudo_start,2000-01-01 00:00:00,total_charges_per_month,7043,66.84941070400262,70.45,0.7346301292063041
pseudo_end,2000-01-31 00:00:00,SeniorCitizen,613,0.1402936378466558,0.0,0.3800978792822186
pseudo_end,2005-11-30 00:00:00,SeniorCitizen,362,0.15469613259668508,0.0,0.9834254143646409
pseudo_end,2000-03-01 00:00:00,SeniorCitizen,238,0.18067226890756302,0.0,0.4831932773109244
pseudo_end,2000-03-31 00:00:00,SeniorCitizen,200,0.125,0.0,0.53
pseudo_end,2000-04-30 00:00:00,SeniorCitizen,176,0.14772727272727273,0.0,0.5284090909090909
pseudo_end,2005-10-31 00:00:00,SeniorCitizen,170,0.18235294117647058,0.0,0.9647058823529412
pseudo_end,2000-05-30 00:00:00,SeniorCitizen,133,0.18045112781954886,0.0,0.518796992481203
pseudo_end,2000-07-29 00:00:00,SeniorCitizen,131,0.17557251908396945,0.0,0.6106870229007634
pseudo_end,2000-08-28 00:00:00,SeniorCitizen,123,0.1951219512195122,0.0,0.6585365853658537
pseudo_end,2000-09-27 00:00:00,SeniorCitizen,119,0.13445378151260504,0.0,0.6134453781512605
pseudo_end,2005-10-01 00:00:00,SeniorCitizen,119,0.14285714285714285,0.0,0.907563025210084
pseudo_end,2000-12-26 00:00:00,SeniorCitizen,117,0.09401709401709402,0.0,0.6752136752136753
pseudo_end,2000-10-27 00:00:00,SeniorCitizen,116,0.10344827586206896,0.0,0.6120689655172413
pseudo_end,2000-06-29 00:00:00,SeniorCitizen,110,0.11818181818181818,0.0,0.6363636363636364
pseudo_end,2001-01-25 00:00:00,SeniorCitizen,109,0.14678899082568808,0.0,0.6513761467889908
pseudo_end,2005-08-02 00:00:00,SeniorCitizen,100,0.13,0.0,0.91
pseudo_end,2000-11-26 00:00:00,SeniorCitizen,99,0.1717171717171717,0.0,0.6868686868686869
pseudo_end,2001-03-26 00:00:00,SeniorCitizen,99,0.16161616161616163,0.0,0.6262626262626263
pseudo_end,2005-07-03 00:00:00,SeniorCitizen,98,0.16326530612244897,0.0,0.8979591836734694
pseudo_end,2001-06-24 00:00:00,SeniorCitizen,97,0.15463917525773196,0.0,0.7525773195876289
pseudo_end,2000-01-31 00:00:00,tenure,613,1.0,1.0,0.3800978792822186
pseudo_end,2005-11-30 00:00:00,tenure,362,72.0,72.0,0.9834254143646409
pseudo_end,2000-03-01 00:00:00,tenure,238,2.0,2.0,0.4831932773109244
pseudo_end,2000-03-31 00:00:00,tenure,200,3.0,3.0,0.53
pseudo_end,2000-04-30 00:00:00,tenure,176,4.0,4.0,0.5284090909090909
pseudo_end,2005-10-31 00:00:00,tenure,170,71.0,71.0,0.9647058823529412
pseudo_end,2000-05-30 00:00:00,tenure,133,5.0,5.0,0.518796992481203
pseudo_end,2000-07-29 00:00:00,tenure,131,7.0,7.0,0.6106870229007634
pseudo_end,2000-08-28 00:00:00,tenure,123,8.0,8.0,0.6585365853658537
pseudo_end,2000-09-27 00:00:00,tenure,119,9.0,9.0,0.6134453781512605
pseudo_end,2005-10-01 00:00:00,tenure,119,70.0,70.0,0.907563025210084
pseudo_end,2000-12-26 00:00:00,tenure,117,12.0,12.0,0.6752136752136753
pseudo_end,2000-10-27 00:00:00,tenure,116,10.0,10.0,0.6120689655172413
pseudo_end,2000-06-29 00:00:00,tenure,110,6.0,6.0,0.6363636363636364
pseudo_end,2001-01-25 00:00:00,tenure,109,13.0,13.0,0.6513761467889908
pseudo_end,2005-08-02 00:00:00,tenure,100,68.0,68.0,0.91
pseudo_end,2000-11-26 00:00:00,tenure,99,11.0,11.0,0.6868686868686869
pseudo_end,2001-03-26 00:00:00,tenure,99,15.0,15.0,0.6262626262626263
pseudo_end,2005-07-03 00:00:00,tenure,98,67.0,67.0,0.8979591836734694
pseudo_end,2001-06-24 00:00:00,tenure,97,18.0,18.0,0.7525773195876289
pseudo_end,2000-01-31 00:00:00,MonthlyCharges,613,50.48923327895596,49.75,0.3800978792822186
pseudo_end,2005-11-30 00:00:00,MonthlyCharges,362,80.56532872928176,89.07499999999999,0.9834254143646409
pseudo_end,2000-03-01 00:00:00,MonthlyCharges,238,57.20819327731092,61.075,0.4831932773109244
pseudo_end,2000-03-31 00:00:00,MonthlyCharges,200,58.018,64.45,0.53
pseudo_end,2000-04-30 00:00:00,MonthlyCharges,176,57.436931818181804,56.975,0.5284090909090909
pseudo_end,2005-10-31 00:00:00,MonthlyCharges,170,73.67472352941178,84.6,0.9647058823529412
pseudo_end,2000-05-30 00:00:00,MonthlyCharges,133,61.00375939849623,69.05,0.518796992481203
pseudo_end,2000-07-29 00:00:00,MonthlyCharges,131,59.6442748091603,69.2,0.6106870229007634
pseudo_end,2000-08-28 00:00:00,MonthlyCharges,123,57.24634146341464,60.9,0.6585365853658537
pseudo_end,2000-09-27 00:00:00,MonthlyCharges,119,62.56806722689076,70.05,0.6134453781512605
pseudo_end,2005-10-01 00:00:00,MonthlyCharges,119,76.34347899159664,80.6,0.907563025210084
pseudo_end,2000-12-26 00:00:00,MonthlyCharges,117,56.83803418803417,54.2,0.6752136752136753
pseudo_end,2000-10-27 00:00:00,MonthlyCharges,116,58.827586206896555,61.6,0.6120689655172413
pseudo_end,2000-06-29 00:00:00,MonthlyCharges,110,56.59363636363635,55.075,0.6363636363636364
pseudo_end,2001-01-25 00:00:00,MonthlyCharges,109,60.07431192660551,65.85,0.6513761467889908
pseudo_end,2005-08-02 00:00:00,MonthlyCharges,100,73.25587000000002,81.55000000000001,0.91
pseudo_end,2000-11-26 00:00:00,MonthlyCharges,99,58.472727272727276,61.25,0.6868686868686869
pseudo_end,2001-03-26 00:00:00,MonthlyCharges,99,60.596464646464646,64.85,0.6262626262626263
pseudo_end,2005-07-03 00:00:00,MonthlyCharges,98,72.26823469387756,75.6,0.8979591836734694
pseudo_end,2001-06-24 00:00:00,MonthlyCharges,97,59.731958762886606,60.6,0.7525773195876289
pseudo_end,2000-01-31 00:00:00,TotalCharges,613,50.53433931484502,49.75,0.3800978792822186
pseudo_end,2005-11-30 00:00:00,TotalCharges,362,5770.626082872928,6387.075000000001,0.9834254143646409
pseudo_end,2000-03-01 00:00:00,TotalCharges,238,114.33235294117647,118.275,0.4831932773109244
pseudo_end,2000-03-31 00:00:00,TotalCharges,200,174.69,192.77499999999998,0.53
pseudo_end,2000-04-30 00:00:00,TotalCharges,176,230.5306818181818,236.425,0.5284090909090909
pseudo_end,2005-10-31 00:00:00,TotalCharges,170,5226.070317647059,6029.424999999999,0.9647058823529412
pseudo_end,2000-05-30 00:00:00,TotalCharges,133,304.49135338345866,330.15,0.518796992481203
pseudo_end,2000-07-29 00:00:00,TotalCharges,131,418.39083969465645,475.0,0.6106870229007634
pseudo_end,2000-08-28 00:00:00,TotalCharges,123,462.78902439024387,504.05,0.6585365853658537
pseudo_end,2000-09-27 00:00:00,TotalCharges,119,564.1411764705883,639.65,0.6134453781512605
pseudo_end,2005-10-01 00:00:00,TotalCharges,119,5343.870789915966,5717.85,0.907563025210084
pseudo_end,2000-12-26 00:00:00,TotalCharges,117,671.8491452991453,654.5,0.6752136752136753
pseudo_end,2000-10-27 00:00:00,TotalCharges,116,593.7349137931035,623.2249999999999,0.6120689655172413
pseudo_end,2000-06-29 00:00:00,TotalCharges,110,336.17500000000007,329.95,0.6363636363636364
pseudo_end,2001-01-25 00:00:00,TotalCharges,109,777.5288990825688,842.25,0.6513761467889908
pseudo_end,2005-08-02 00:00:00,TotalCharges,100,5006.3,5574.65,0.91
pseudo_end,2000-11-26 00:00:00,TotalCharges,99,648.0843434343435,697.25,0.6868686868686869
pseudo_end,2001-03-26 00:00:00,TotalCharges,99,910.6929292929292,994.55,0.6262626262626263
pseudo_end,2005-07-03 00:00:00,TotalCharges,98,4840.286734693877,5146.95,0.8979591836734694
pseudo_end,2001-06-24 00:00:00,TotalCharges,97,1072.6561855670102,1087.45,0.7525773195876289
pseudo_end,2000-01-31 00:00:00,Churn_flag,613,0.6199021207177814,1.0,0.3800978792822186
pseudo_end,2005-11-30 00:00:00,Churn_flag,362,0.016574585635359115,0.0,0.9834254143646409
pseudo_end,2000-03-01 00:00:00,Churn_flag,238,0.5168067226890757,1.0,0.4831932773109244
pseudo_end,2000-03-31 00:00:00,Churn_flag,200,0.47,0.0,0.53
pseudo_end,2000-04-30 00:00:00,Churn_flag,176,0.4715909090909091,0.0,0.5284090909090909
pseudo_end,2005-10-31 00:00:00,Churn_flag,170,0.03529411764705882,0.0,0.9647058823529412
pseudo_end,2000-05-30 00:00:00,Churn_flag,133,0.48120300751879697,0.0,0.518796992481203
pseudo_end,2000-07-29 00:00:00,Churn_flag,131,0.3893129770992366,0.0,0.6106870229007634
pseudo_end,2000-08-28 00:00:00,Churn_flag,123,0.34146341463414637,0.0,0.6585365853658537
pseudo_end,2000-09-27 00:00:00,Churn_flag,119,0.3865546218487395,0.0,0.6134453781512605
pseudo_end,2005-10-01 00:00:00,Churn_flag,119,0.09243697478991597,0.0,0.907563025210084
pseudo_end,2000-12-26 00:00:00,Churn_flag,117,0.3247863247863248,0.0,0.6752136752136753
pseudo_end,2000-10-27 00:00:00,Churn_flag,116,0.3879310344827586,0.0,0.6120689655172413
pseudo_end,2000-06-29 00:00:00,Churn_flag,110,0.36363636363636365,0.0,0.6363636363636364
pseudo_end,2001-01-25 00:00:00,Churn_flag,109,0.3486238532110092,0.0,0.6513761467889908
pseudo_end,2005-08-02 00:00:00,Churn_flag,100,0.09,0.0,0.91
pseudo_end,2000-11-26 00:00:00,Churn_flag,99,0.31313131313131315,0.0,0.6868686868686869
pseudo_end,2001-03-26 00:00:00,Churn_flag,99,0.37373737373737376,0.0,0.6262626262626263
pseudo_end,2005-07-03 00:00:00,Churn_flag,98,0.10204081632653061,0.0,0.8979591836734694
pseudo_end,2001-06-24 00:00:00,Churn_flag,97,0.24742268041237114,0.0,0.7525773195876289
pseudo_end,2000-01-31 00:00:00,expected_total_from_tenure_monthly,613,50.51827079934747,49.75,0.3800978792822186
pseudo_end,2005-11-30 00:00:00,expected_total_from_tenure_monthly,362,5773.445303867403,6413.4,0.9834254143646409
pseudo_end,2000-03-01 00:00:00,expected_total_from_tenure_monthly,238,114.4126050420168,122.15,0.4831932773109244
pseudo_end,2000-03-31 00:00:00,expected_total_from_tenure_monthly,200,174.045,193.35000000000002,0.53
pseudo_end,2000-04-30 00:00:00,expected_total_from_tenure_monthly,176,229.73068181818178,227.9,0.5284090909090909
pseudo_end,2005-10-31 00:00:00,expected_total_from_tenure_monthly,170,5225.380882352942,6006.6,0.9647058823529412
pseudo_end,2000-05-30 00:00:00,expected_total_from_tenure_monthly,133,305.0187969924812,345.25,0.518796992481203
pseudo_end,2000-07-29 00:00:00,expected_total_from_tenure_monthly,131,417.4965648854961,484.40000000000003,0.6106870229007634
pseudo_end,2000-08-28 00:00:00,expected_total_from_tenure_monthly,123,457.9609756097561,487.2,0.6585365853658537
pseudo_end,2000-09-27 00:00:00,expected_total_from_tenure_monthly,119,563.0823529411765,630.4499999999999,0.6134453781512605
pseudo_end,2005-10-01 00:00:00,expected_total_from_tenure_monthly,119,5344.382352941177,5642.0,0.907563025210084
pseudo_end,2000-12-26 00:00:00,expected_total_from_tenure_monthly,117,682.0358974358974,650.4000000000001,0.6752136752136753
pseudo_end,2000-10-27 00:00:00,expected_total_from_tenure_monthly,116,588.2456896551724,616.0,0.6120689655172413
pseudo_end,2000-06-29 00:00:00,expected_total_from_tenure_monthly,110,339.5345454545454,330.45,0.6363636363636364
pseudo_end,2001-01-25 00:00:00,expected_total_from_tenure_monthly,109,780.9183486238533,856.05,0.6513761467889908
pseudo_end,2005-08-02 00:00:00,expected_total_from_tenure_monthly,100,4985.568,5545.400000000001,0.91
pseudo_end,2000-11-26 00:00:00,expected_total_from_tenure_monthly,99,643.2,673.75,0.6868686868686869
