feature_a,category_a,feature_b,category_b,count,Churn_rate
PhoneService,No,TechSupport,No,393,0.638676844783715
PhoneService,No,TechSupport,Yes,289,0.903114186851211
PhoneService,Yes,StreamingTV,No,2413,0.6535433070866141
PhoneService,Yes,StreamingTV,Yes,2422,0.6903385631709331
PhoneService,Yes,StreamingTV,No internet service,1526,0.9259501965923984
PhoneService,No,StreamingTV,No,397,0.7329974811083123
PhoneService,No,StreamingTV,Yes,285,0.775438596491228
PhoneService,Yes,StreamingMovies,No,2401,0.6501457725947521
PhoneService,Yes,StreamingMovies,Yes,2434,0.6935086277732129
PhoneService,Yes,StreamingMovies,No internet service,1526,0.9259501965923984
PhoneService,No,StreamingMovies,No,384,0.7447916666666666
PhoneService,No,StreamingMovies,Yes,298,0.7583892617449665
PhoneService,Yes,Contract,Month-to-month,3499,0.5707344955701629
PhoneService,Yes,Contract,Two year,1534,0.970664928292047
PhoneService,Yes,Contract,One year,1328,0.8855421686746988
PhoneService,No,Contract,Month-to-month,376,0.5930851063829787
PhoneService,No,Contract,Two year,161,0.9813664596273292
PhoneService,No,Contract,One year,145,0.903448275862069
PhoneService,Yes,PaperlessBilling,Yes,3784,0.6612050739957717
PhoneService,Yes,PaperlessBilling,No,2577,0.8381839348079162
PhoneService,No,PaperlessBilling,Yes,387,0.6950904392764858
PhoneService,No,PaperlessBilling,No,295,0.823728813559322
PhoneService,Yes,PaymentMethod,Electronic check,2139,0.544179523141655
PhoneService,Yes,PaymentMethod,Mailed check,1453,0.811424638678596
PhoneService,Yes,PaymentMethod,Bank transfer (automatic),1401,0.8308351177730193
PhoneService,Yes,PaymentMethod,Credit card (automatic),1368,0.8442982456140351
PhoneService,No,PaymentMethod,Electronic check,226,0.5752212389380531
PhoneService,No,PaymentMethod,Mailed check,159,0.7861635220125787
PhoneService,No,PaymentMethod,Bank transfer (automatic),143,0.8531468531468531
PhoneService,No,PaymentMethod,Credit card (automatic),154,0.8766233766233766
PhoneService,Yes,Churn,No,4662,1.0
PhoneService,Yes,Churn,Yes,1699,0.0
PhoneService,No,Churn,No,512,1.0
PhoneService,No,Churn,Yes,170,0.0
PhoneService,Yes,SeniorCitizen_flag_text,No,5323,0.7619763291377043
PhoneService,Yes,SeniorCitizen_flag_text,Yes,1038,0.5838150289017341
PhoneService,No,SeniorCitizen_flag_text,No,578,0.7820069204152249
PhoneService,No,SeniorCitizen_flag_text,Yes,104,0.5769230769230769
PhoneService,Yes,Senior_flag,False,5323,0.7619763291377043
PhoneService,Yes,Senior_flag,True,1038,0.5838150289017341
PhoneService,No,Senior_flag,False,578,0.7820069204152249
PhoneService,No,Senior_flag,True,104,0.5769230769230769
PhoneService,Yes,pseudo_start,2000-01-01 00:00:00,6361,0.7329036315044805
PhoneService,No,pseudo_start,2000-01-01 00:00:00,682,0.750733137829912
PhoneService,Yes,pseudo_end,2000-01-31 00:00:00,555,0.3855855855855856
PhoneService,Yes,pseudo_end,2005-11-30 00:00:00,331,0.9848942598187311
PhoneService,Yes,pseudo_end,2000-03-01 00:00:00,218,0.5
PhoneService,Yes,pseudo_end,2000-03-31 00:00:00,172,0.5406976744186046
PhoneService,Yes,pseudo_end,2000-04-30 00:00:00,157,0.5159235668789809
PhoneService,Yes,pseudo_end,2005-10-31 00:00:00,158,0.9683544303797469
PhoneService,Yes,pseudo_end,2000-05-30 00:00:00,120,0.525
PhoneService,Yes,pseudo_end,2000-07-29 00:00:00,116,0.5775862068965517
PhoneService,Yes,pseudo_end,2000-08-28 00:00:00,114,0.6578947368421053
PhoneService,Yes,pseudo_end,2000-09-27 00:00:00,107,0.6355140186915887
PhoneService,No,pseudo_end,2000-01-31 00:00:00,58,0.3275862068965517
PhoneService,No,pseudo_end,2005-11-30 00:00:00,31,0.967741935483871
PhoneService,No,pseudo_end,2000-03-01 00:00:00,20,0.3
PhoneService,No,pseudo_end,2000-03-31 00:00:00,28,0.4642857142857143
PhoneService,No,pseudo_end,2000-04-30 00:00:00,19,0.631578947368421
PhoneService,No,pseudo_end,2005-10-31 00:00:00,12,0.9166666666666666
PhoneService,No,pseudo_end,2000-05-30 00:00:00,13,0.46153846153846156
PhoneService,No,pseudo_end,2000-07-29 00:00:00,15,0.8666666666666667
PhoneService,No,pseudo_end,2000-08-28 00:00:00,9,0.6666666666666666
PhoneService,No,pseudo_end,2000-09-27 00:00:00,12,0.4166666666666667
PhoneService,Yes,_logic_repair_applied,False,6361,0.7329036315044805
PhoneService,No,_logic_repair_applied,False,682,0.750733137829912
PhoneService,Yes,tenure_months_bucket,0-12,1967,0.5251652262328419
PhoneService,Yes,tenure_months_bucket,36-60,1421,0.8339197748064743
PhoneService,Yes,tenure_months_bucket,60+,1288,0.9309006211180124
PhoneService,Yes,tenure_months_bucket,12-24,934,0.7119914346895075
PhoneService,Yes,tenure_months_bucket,24-36,751,0.7723035952063915
PhoneService,No,tenure_months_bucket,0-12,219,0.5296803652968036
PhoneService,No,tenure_months_bucket,36-60,173,0.8323699421965318
PhoneService,No,tenure_months_bucket,60+,119,0.9663865546218487
PhoneService,No,tenure_months_bucket,12-24,90,0.7222222222222222
PhoneService,No,tenure_months_bucket,24-36,81,0.8888888888888888
MultipleLines,No,InternetService,Fiber optic,1158,0.542314335060449
MultipleLines,No,InternetService,DSL,1048,0.7938931297709924
MultipleLines,No,InternetService,No,1184,0.9130067567567568
MultipleLines,Yes,InternetService,Fiber optic,1938,0.6042311661506707
MultipleLines,Yes,InternetService,DSL,691,0.894356005788712
MultipleLines,Yes,InternetService,No,342,0.9707602339181286
MultipleLines,No phone service,InternetService,DSL,682,0.750733137829912
MultipleLines,No,OnlineSecurity,No,1476,0.5772357723577236
MultipleLines,No,OnlineSecurity,Yes,730,0.8328767123287671
MultipleLines,No,OnlineSecurity,No internet service,1184,0.9130067567567568
MultipleLines,Yes,OnlineSecurity,No,1623,0.5711645101663586
MultipleLines,Yes,OnlineSecurity,Yes,1006,0.856858846918489
MultipleLines,Yes,OnlineSecurity,No internet service,342,0.9707602339181286
MultipleLines,No phone service,OnlineSecurity,No,399,0.6466165413533834
MultipleLines,No phone service,OnlineSecurity,Yes,283,0.8975265017667845
MultipleLines,No,OnlineBackup,No,1423,0.5952213633169361
MultipleLines,No,OnlineBackup,Yes,783,0.7828863346104725
MultipleLines,No,OnlineBackup,No internet service,1184,0.9130067567567568
MultipleLines,Yes,OnlineBackup,No,1270,0.5763779527559055
MultipleLines,Yes,OnlineBackup,Yes,1359,0.7777777777777778
MultipleLines,Yes,OnlineBackup,No internet service,342,0.9707602339181286
MultipleLines,No phone service,OnlineBackup,No,395,0.6987341772151898
MultipleLines,No phone service,OnlineBackup,Yes,287,0.8222996515679443
MultipleLines,No,DeviceProtection,No,1443,0.604989604989605
MultipleLines,No,DeviceProtection,Yes,763,0.7693315858453473
MultipleLines,No,DeviceProtection,No internet service,1184,0.9130067567567568
MultipleLines,Yes,DeviceProtection,No,1275,0.592156862745098
MultipleLines,Yes,DeviceProtection,Yes,1354,0.7636632200886263
MultipleLines,Yes,DeviceProtection,No internet service,342,0.9707602339181286
MultipleLines,No phone service,DeviceProtection,No,377,0.6790450928381963
MultipleLines,No phone service,DeviceProtection,Yes,305,0.839344262295082
MultipleLines,No,TechSupport,No,1472,0.5808423913043478
MultipleLines,No,TechSupport,Yes,734,0.8242506811989101
MultipleLines,No,TechSupport,No internet service,1184,0.9130067567567568
MultipleLines,Yes,TechSupport,No,1608,0.5727611940298507
MultipleLines,Yes,TechSupport,Yes,1021,0.8501469147894222
MultipleLines,Yes,TechSupport,No internet service,342,0.9707602339181286
MultipleLines,No phone service,TechSupport,No,393,0.638676844783715
MultipleLines,No phone service,TechSupport,Yes,289,0.903114186851211
MultipleLines,No,StreamingTV,No,1361,0.6502571638501102
MultipleLines,No,StreamingTV,Yes,845,0.6804733727810651
MultipleLines,No,StreamingTV,No internet service,1184,0.9130067567567568
MultipleLines,Yes,StreamingTV,No,1052,0.6577946768060836
MultipleLines,Yes,StreamingTV,Yes,1577,0.6956246036778694
MultipleLines,Yes,StreamingTV,No internet service,342,0.9707602339181286
MultipleLines,No phone service,StreamingTV,No,397,0.7329974811083123
MultipleLines,No phone service,StreamingTV,Yes,285,0.775438596491228
MultipleLines,No,StreamingMovies,No,1363,0.6382978723404256
MultipleLines,No,StreamingMovies,Yes,843,0.6998813760379596
MultipleLines,No,StreamingMovies,No internet service,1184,0.9130067567567568
MultipleLines,Yes,StreamingMovies,No,1038,0.6657032755298651
MultipleLines,Yes,StreamingMovies,Yes,1591,0.6901319924575738
MultipleLines,Yes,StreamingMovies,No internet service,342,0.9707602339181286
MultipleLines,No phone service,StreamingMovies,No,384,0.7447916666666666
MultipleLines,No phone service,StreamingMovies,Yes,298,0.7583892617449665
MultipleLines,No,Contract,Month-to-month,2017,0.6132870599900843
MultipleLines,No,Contract,Two year,661,0.9848714069591528
MultipleLines,No,Contract,One year,712,0.9171348314606742
MultipleLines,Yes,Contract,Month-to-month,1482,0.5128205128205128
MultipleLines,Yes,Contract,Two year,873,0.9599083619702177
MultipleLines,Yes,Contract,One year,616,0.849025974025974
MultipleLines,No phone service,Contract,Month-to-month,376,0.5930851063829787
MultipleLines,No phone service,Contract,Two year,161,0.9813664596273292
MultipleLines,No phone service,Contract,One year,145,0.903448275862069
MultipleLines,No,PaperlessBilling,Yes,1745,0.670487106017192
MultipleLines,No,PaperlessBilling,No,1645,0.833434650455927
MultipleLines,Yes,PaperlessBilling,Yes,2039,0.6532614026483571
MultipleLines,Yes,PaperlessBilling,No,932,0.8465665236051502
MultipleLines,No phone service,PaperlessBilling,Yes,387,0.6950904392764858
MultipleLines,No phone service,PaperlessBilling,No,295,0.823728813559322
MultipleLines,No,PaymentMethod,Electronic check,1004,0.5547808764940239
MultipleLines,No,PaymentMethod,Mailed check,1105,0.8135746606334842
MultipleLines,No,PaymentMethod,Bank transfer (automatic),641,0.8346333853354134
MultipleLines,No,PaymentMethod,Credit card (automatic),640,0.859375
MultipleLines,Yes,PaymentMethod,Electronic check,1135,0.5348017621145374
MultipleLines,Yes,PaymentMethod,Mailed check,348,0.8045977011494253
MultipleLines,Yes,PaymentMethod,Bank transfer (automatic),760,0.8276315789473684
MultipleLines,Yes,PaymentMethod,Credit card (automatic),728,0.8310439560439561
MultipleLines,No phone service,PaymentMethod,Electronic check,226,0.5752212389380531
MultipleLines,No phone service,PaymentMethod,Mailed check,159,0.7861635220125787
MultipleLines,No phone service,PaymentMethod,Bank transfer (automatic),143,0.8531468531468531
MultipleLines,No phone service,PaymentMethod,Credit card (automatic),154,0.8766233766233766
MultipleLines,No,Churn,No,2541,1.0
MultipleLines,No,Churn,Yes,849,0.0
MultipleLines,Yes,Churn,No,2121,1.0
MultipleLines,Yes,Churn,Yes,850,0.0
MultipleLines,No phone service,Churn,No,512,1.0
MultipleLines,No phone service,Churn,Yes,170,0.0
MultipleLines,No,SeniorCitizen_flag_text,No,3017,0.768975803778588
MultipleLines,No,SeniorCitizen_flag_text,Yes,373,0.5924932975871313
MultipleLines,Yes,SeniorCitizen_flag_text,No,2306,0.7528187337380746
MultipleLines,Yes,SeniorCitizen_flag_text,Yes,665,0.5789473684210527
MultipleLines,No phone service,SeniorCitizen_flag_text,No,578,0.7820069204152249
MultipleLines,No phone service,SeniorCitizen_flag_text,Yes,104,0.5769230769230769
MultipleLines,No,Senior_flag,False,3017,0.768975803778588
MultipleLines,No,Senior_flag,True,373,0.5924932975871313
MultipleLines,Yes,Senior_flag,False,2306,0.7528187337380746
MultipleLines,Yes,Senior_flag,True,665,0.5789473684210527
MultipleLines,No phone service,Senior_flag,False,578,0.7820069204152249
MultipleLines,No phone service,Senior_flag,True,104,0.5769230769230769
MultipleLines,No,pseudo_start,2000-01-01 00:00:00,3390,0.7495575221238938
MultipleLines,Yes,pseudo_start,2000-01-01 00:00:00,2971,0.713901043419724
MultipleLines,No phone service,pseudo_start,2000-01-01 00:00:00,682,0.750733137829912
MultipleLines,No,pseudo_end,2000-01-31 00:00:00,474,0.41561181434599154
MultipleLines,No,pseudo_end,2005-11-30 00:00:00,51,1.0
MultipleLines,No,pseudo_end,2000-03-01 00:00:00,174,0.5459770114942529
MultipleLines,No,pseudo_end,2000-03-31 00:00:00,124,0.6370967741935484
MultipleLines,No,pseudo_end,2000-04-30 00:00:00,101,0.6039603960396039
MultipleLines,No,pseudo_end,2005-10-31 00:00:00,46,1.0
MultipleLines,No,pseudo_end,2000-05-30 00:00:00,84,0.6071428571428571
MultipleLines,No,pseudo_end,2000-07-29 00:00:00,81,0.691358024691358
MultipleLines,No,pseudo_end,2000-08-28 00:00:00,83,0.7469879518072289
MultipleLines,No,pseudo_end,2000-09-27 00:00:00,74,0.7162162162162162
MultipleLines,Yes,pseudo_end,2000-01-31 00:00:00,81,0.20987654320987653
MultipleLines,Yes,pseudo_end,2005-11-30 00:00:00,280,0.9821428571428571
MultipleLines,Yes,pseudo_end,2000-03-01 00:00:00,44,0.3181818181818182
MultipleLines,Yes,pseudo_end,2000-03-31 00:00:00,48,0.2916666666666667
MultipleLines,Yes,pseudo_end,2000-04-30 00:00:00,56,0.35714285714285715
MultipleLines,Yes,pseudo_end,2005-10-31 00:00:00,112,0.9553571428571429
MultipleLines,Yes,pseudo_end,2000-05-30 00:00:00,36,0.3333333333333333
MultipleLines,Yes,pseudo_end,2000-07-29 00:00:00,35,0.3142857142857143
MultipleLines,Yes,pseudo_end,2000-08-28 00:00:00,31,0.41935483870967744
MultipleLines,Yes,pseudo_end,2000-09-27 00:00:00,33,0.45454545454545453
MultipleLines,No phone service,pseudo_end,2000-01-31 00:00:00,58,0.3275862068965517
MultipleLines,No phone service,pseudo_end,2005-11-30 00:00:00,31,0.967741935483871
MultipleLines,No phone service,pseudo_end,2000-03-01 00:00:00,20,0.3
MultipleLines,No phone service,pseudo_end,2000-03-31 00:00:00,28,0.4642857142857143
MultipleLines,No phone service,pseudo_end,2000-04-30 00:00:00,19,0.631578947368421
MultipleLines,No phone service,pseudo_end,2005-10-31 00:00:00,12,0.9166666666666666
MultipleLines,No phone service,pseudo_end,2000-05-30 00:00:00,13,0.46153846153846156
MultipleLines,No phone service,pseudo_end,2000-07-29 00:00:00,15,0.8666666666666667
MultipleLines,No phone service,pseudo_end,2000-08-28 00:00:00,9,0.6666666666666666
MultipleLines,No phone service,pseudo_end,2000-09-27 00:00:00,12,0.4166666666666667
MultipleLines,No,_logic_repair_applied,False,3390,0.7495575221238938
MultipleLines,Yes,_logic_repair_applied,False,2971,0.713901043419724
MultipleLines,No phone service,_logic_repair_applied,False,682,0.750733137829912
MultipleLines,No,tenure_months_bucket,0-12,1468,0.5810626702997275
MultipleLines,No,tenure_months_bucket,36-60,634,0.9037854889589906
MultipleLines,No,tenure_months_bucket,60+,336,0.9761904761904762
MultipleLines,No,tenure_months_bucket,12-24,557,0.7971274685816876
MultipleLines,No,tenure_months_bucket,24-36,395,0.8683544303797468
MultipleLines,Yes,tenure_months_bucket,0-12,499,0.36072144288577157
MultipleLines,Yes,tenure_months_bucket,36-60,787,0.7776365946632783
MultipleLines,Yes,tenure_months_bucket,60+,952,0.9149159663865546
MultipleLines,Yes,tenure_months_bucket,12-24,377,0.5862068965517241
MultipleLines,Yes,tenure_months_bucket,24-36,356,0.6657303370786517
MultipleLines,No phone service,tenure_months_bucket,0-12,219,0.5296803652968036
MultipleLines,No phone service,tenure_months_bucket,36-60,173,0.8323699421965318
MultipleLines,No phone service,tenure_months_bucket,60+,119,0.9663865546218487
MultipleLines,No phone service,tenure_months_bucket,12-24,90,0.7222222222222222
MultipleLines,No phone service,tenure_months_bucket,24-36,81,0.8888888888888888
InternetService,Fiber optic,OnlineSecurity,No,2257,0.5064244572441293
InternetService,Fiber optic,OnlineSecurity,Yes,839,0.7818831942789034
InternetService,DSL,OnlineSecurity,No,1241,0.7203867848509267
InternetService,DSL,OnlineSecurity,Yes,1180,0.9050847457627119
InternetService,No,OnlineSecurity,No internet service,1526,0.9259501965923984
InternetService,Fiber optic,OnlineBackup,No,1753,0.49229891614375354
InternetService,Fiber optic,OnlineBackup,Yes,1343,0.6969471332836932
InternetService,DSL,OnlineBackup,No,1335,0.7430711610486891
InternetService,DSL,OnlineBackup,Yes,1086,0.8931860036832413
InternetService,No,OnlineBackup,No internet service,1526,0.9259501965923984
InternetService,Fiber optic,DeviceProtection,No,1739,0.5002875215641173
InternetService,Fiber optic,DeviceProtection,Yes,1357,0.6845983787767134
InternetService,DSL,DeviceProtection,No,1356,0.7477876106194691
InternetService,DSL,DeviceProtection,Yes,1065,0.8901408450704226
InternetService,No,DeviceProtection,No internet service,1526,0.9259501965923984
InternetService,Fiber optic,TechSupport,No,2230,0.5062780269058296
InternetService,Fiber optic,TechSupport,Yes,866,0.7736720554272517
InternetService,DSL,TechSupport,No,1243,0.7224456958970233
InternetService,DSL,TechSupport,Yes,1178,0.9032258064516129
InternetService,No,TechSupport,No internet service,1526,0.9259501965923984
InternetService,Fiber optic,StreamingTV,No,1346,0.5468053491827637
InternetService,Fiber optic,StreamingTV,Yes,1750,0.6074285714285714
InternetService,DSL,StreamingTV,No,1464,0.773224043715847
InternetService,DSL,StreamingTV,Yes,957,0.8672936259143156
InternetService,No,StreamingTV,No internet service,1526,0.9259501965923984
InternetService,Fiber optic,StreamingMovies,No,1345,0.5420074349442379
InternetService,Fiber optic,StreamingMovies,Yes,1751,0.6110793832095945
InternetService,DSL,StreamingMovies,No,1440,0.7763888888888889
InternetService,DSL,StreamingMovies,Yes,981,0.8603465851172273
InternetService,No,StreamingMovies,No internet service,1526,0.9259501965923984
InternetService,Fiber optic,Contract,Month-to-month,2128,0.45394736842105265
InternetService,Fiber optic,Contract,Two year,429,0.9277389277389277
InternetService,Fiber optic,Contract,One year,539,0.8070500927643784
InternetService,DSL,Contract,Month-to-month,1223,0.6778413736713
InternetService,DSL,Contract,Two year,628,0.9808917197452229
InternetService,DSL,Contract,One year,570,0.9070175438596492
InternetService,No,Contract,Month-to-month,524,0.8110687022900763
InternetService,No,Contract,Two year,638,0.9921630094043887
InternetService,No,Contract,One year,364,0.9752747252747253
InternetService,Fiber optic,PaperlessBilling,Yes,2395,0.554070981210856
InternetService,Fiber optic,PaperlessBilling,No,701,0.6733238231098431
InternetService,DSL,PaperlessBilling,Yes,1330,0.7819548872180451
InternetService,DSL,PaperlessBilling,No,1091,0.845096241979835
InternetService,No,PaperlessBilling,Yes,446,0.905829596412556
InternetService,No,PaperlessBilling,No,1080,0.9342592592592592
InternetService,Fiber optic,PaymentMethod,Electronic check,1595,0.4677115987460815
InternetService,Fiber optic,PaymentMethod,Mailed check,258,0.5736434108527132
InternetService,Fiber optic,PaymentMethod,Bank transfer (automatic),646,0.7105263157894737
InternetService,Fiber optic,PaymentMethod,Credit card (automatic),597,0.7470686767169179
InternetService,DSL,PaymentMethod,Electronic check,648,0.6805555555555556
InternetService,DSL,PaymentMethod,Mailed check,613,0.7928221859706363
InternetService,DSL,PaymentMethod,Bank transfer (automatic),566,0.9063604240282686
InternetService,DSL,PaymentMethod,Credit card (automatic),594,0.8787878787878788
InternetService,No,PaymentMethod,Electronic check,122,0.8770491803278688
InternetService,No,PaymentMethod,Mailed check,741,0.9041835357624831
InternetService,No,PaymentMethod,Bank transfer (automatic),332,0.9457831325301205
InternetService,No,PaymentMethod,Credit card (automatic),331,0.972809667673716
InternetService,Fiber optic,Churn,No,1799,1.0
InternetService,Fiber optic,Churn,Yes,1297,0.0
InternetService,DSL,Churn,No,1962,1.0
InternetService,DSL,Churn,Yes,459,0.0
InternetService,No,Churn,No,1413,1.0
InternetService,No,Churn,Yes,113,0.0
InternetService,Fiber optic,SeniorCitizen_flag_text,No,2265,0.6008830022075056
InternetService,Fiber optic,SeniorCitizen_flag_text,Yes,831,0.5270758122743683
InternetService,DSL,SeniorCitizen_flag_text,No,2162,0.8237742830712304
InternetService,DSL,SeniorCitizen_flag_text,Yes,259,0.6988416988416989
InternetService,No,SeniorCitizen_flag_text,No,1474,0.926729986431479
InternetService,No,SeniorCitizen_flag_text,Yes,52,0.9038461538461539
InternetService,Fiber optic,Senior_flag,False,2265,0.6008830022075056
InternetService,Fiber optic,Senior_flag,True,831,0.5270758122743683
InternetService,DSL,Senior_flag,False,2162,0.8237742830712304
InternetService,DSL,Senior_flag,True,259,0.6988416988416989
InternetService,No,Senior_flag,False,1474,0.926729986431479
InternetService,No,Senior_flag,True,52,0.9038461538461539
InternetService,Fiber optic,pseudo_start,2000-01-01 00:00:00,3096,0.5810723514211886
InternetService,DSL,pseudo_start,2000-01-01 00:00:00,2421,0.8104089219330854
InternetService,No,pseudo_start,2000-01-01 00:00:00,1526,0.9259501965923984
InternetService,Fiber optic,pseudo_end,2000-01-31 00:00:00,235,0.13617021276595745
InternetService,Fiber optic,pseudo_end,2005-11-30 00:00:00,163,0.9754601226993865
InternetService,Fiber optic,pseudo_end,2000-03-01 00:00:00,109,0.3211009174311927
InternetService,Fiber optic,pseudo_end,2000-03-31 00:00:00,90,0.37777777777777777
InternetService,Fiber optic,pseudo_end,2000-04-30 00:00:00,77,0.2857142857142857
InternetService,Fiber optic,pseudo_end,2005-10-31 00:00:00,67,0.9253731343283582
InternetService,Fiber optic,pseudo_end,2000-05-30 00:00:00,65,0.3384615384615385
InternetService,Fiber optic,pseudo_end,2000-07-29 00:00:00,60,0.3333333333333333
InternetService,Fiber optic,pseudo_end,2000-08-28 00:00:00,49,0.3469387755102041
InternetService,Fiber optic,pseudo_end,2000-09-27 00:00:00,59,0.5254237288135594
InternetService,DSL,pseudo_end,2000-01-31 00:00:00,212,0.4386792452830189
InternetService,DSL,pseudo_end,2005-11-30 00:00:00,133,0.9849624060150376
InternetService,DSL,pseudo_end,2000-03-01 00:00:00,82,0.47560975609756095
InternetService,DSL,pseudo_end,2000-03-31 00:00:00,71,0.5492957746478874
InternetService,DSL,pseudo_end,2000-04-30 00:00:00,61,0.5901639344262295
InternetService,DSL,pseudo_end,2005-10-31 00:00:00,62,0.9838709677419355
InternetService,DSL,pseudo_end,2000-05-30 00:00:00,43,0.6046511627906976
InternetService,DSL,pseudo_end,2000-07-29 00:00:00,46,0.8260869565217391
InternetService,DSL,pseudo_end,2000-08-28 00:00:00,43,0.8372093023255814
InternetService,DSL,pseudo_end,2000-09-27 00:00:00,39,0.5897435897435898
InternetService,No,pseudo_end,2000-01-31 00:00:00,166,0.6506024096385542
InternetService,No,pseudo_end,2005-11-30 00:00:00,66,1.0
InternetService,No,pseudo_end,2000-03-01 00:00:00,47,0.8723404255319149
InternetService,No,pseudo_end,2000-03-31 00:00:00,39,0.8461538461538461
InternetService,No,pseudo_end,2000-04-30 00:00:00,38,0.9210526315789473
InternetService,No,pseudo_end,2005-10-31 00:00:00,41,1.0
InternetService,No,pseudo_end,2000-05-30 00:00:00,25,0.84
InternetService,No,pseudo_end,2000-07-29 00:00:00,25,0.88
InternetService,No,pseudo_end,2000-08-28 00:00:00,31,0.9032258064516129
InternetService,No,pseudo_end,2000-09-27 00:00:00,21,0.9047619047619048
InternetService,Fiber optic,_logic_repair_applied,False,3096,0.5810723514211886
InternetService,DSL,_logic_repair_applied,False,2421,0.8104089219330854
InternetService,No,_logic_repair_applied,False,1526,0.9259501965923984
InternetService,Fiber optic,tenure_months_bucket,0-12,923,0.30119176598049835
InternetService,Fiber optic,tenure_months_bucket,36-60,715,0.7146853146853147
InternetService,Fiber optic,tenure_months_bucket,60+,628,0.8757961783439491
InternetService,Fiber optic,tenure_months_bucket,12-24,449,0.512249443207127
InternetService,Fiber optic,tenure_months_bucket,24-36,381,0.6036745406824147
InternetService,DSL,tenure_months_bucket,0-12,750,0.6
InternetService,DSL,tenure_months_bucket,36-60,551,0.9001814882032668
InternetService,DSL,tenure_months_bucket,60+,503,0.9721669980119284
InternetService,DSL,tenure_months_bucket,12-24,336,0.8035714285714286
InternetService,DSL,tenure_months_bucket,24-36,281,0.9145907473309609
InternetService,No,tenure_months_bucket,0-12,513,0.8206627680311891
InternetService,No,tenure_months_bucket,36-60,328,0.9817073170731707
InternetService,No,tenure_months_bucket,60+,276,0.9963768115942029
InternetService,No,tenure_months_bucket,12-24,239,0.9623430962343096
InternetService,No,tenure_months_bucket,24-36,170,0.9705882352941176
OnlineSecurity,No,OnlineBackup,No,2195,0.5184510250569476
OnlineSecurity,No,OnlineBackup,Yes,1303,0.6899462778204144
OnlineSecurity,Yes,OnlineBackup,No,893,0.8029115341545353
OnlineSecurity,Yes,OnlineBackup,Yes,1126,0.894316163410302
OnlineSecurity,No internet service,OnlineBackup,No internet service,1526,0.9259501965923984
OnlineSecurity,No,DeviceProtection,No,2187,0.5294924554183813
OnlineSecurity,No,DeviceProtection,Yes,1311,0.6704805491990846
OnlineSecurity,Yes,DeviceProtection,No,908,0.7995594713656388
OnlineSecurity,Yes,DeviceProtection,Yes,1111,0.8982898289828983
OnlineSecurity,No internet service,DeviceProtection,No internet service,1526,0.9259501965923984
OnlineSecurity,No,TechSupport,No,2553,0.5103799451625538
OnlineSecurity,No,TechSupport,Yes,945,0.7767195767195767
OnlineSecurity,Yes,TechSupport,No,920,0.7869565217391304
OnlineSecurity,Yes,TechSupport,Yes,1099,0.9099181073703366
OnlineSecurity,No internet service,TechSupport,No internet service,1526,0.9259501965923984
OnlineSecurity,No,StreamingTV,No,1840,0.566304347826087
OnlineSecurity,No,StreamingTV,Yes,1658,0.6001206272617612
OnlineSecurity,Yes,StreamingTV,No,970,0.8515463917525773
OnlineSecurity,Yes,StreamingTV,Yes,1049,0.8560533841754051
OnlineSecurity,No internet service,StreamingTV,No internet service,1526,0.9259501965923984
OnlineSecurity,No,StreamingMovies,No,1840,0.5706521739130435
OnlineSecurity,No,StreamingMovies,Yes,1658,0.5952955367913149
OnlineSecurity,Yes,StreamingMovies,No,945,0.8433862433862434
OnlineSecurity,Yes,StreamingMovies,Yes,1074,0.8631284916201117
OnlineSecurity,No internet service,StreamingMovies,No internet service,1526,0.9259501965923984
OnlineSecurity,No,Contract,Month-to-month,2631,0.48954770049410873
OnlineSecurity,No,Contract,Two year,310,0.932258064516129
OnlineSecurity,No,Contract,One year,557,0.8258527827648114
OnlineSecurity,Yes,Contract,Month-to-month,720,0.7041666666666667
OnlineSecurity,Yes,Contract,Two year,747,0.9705488621151271
OnlineSecurity,Yes,Contract,One year,552,0.8913043478260869
OnlineSecurity,No internet service,Contract,Month-to-month,524,0.8110687022900763
OnlineSecurity,No internet service,Contract,Two year,638,0.9921630094043887
OnlineSecurity,No internet service,Contract,One year,364,0.9752747252747253
OnlineSecurity,No,PaperlessBilling,Yes,2535,0.5439842209072978
OnlineSecurity,No,PaperlessBilling,No,963,0.6832814122533749
OnlineSecurity,Yes,PaperlessBilling,Yes,1190,0.8302521008403362
OnlineSecurity,Yes,PaperlessBilling,No,829,0.887816646562123
OnlineSecurity,No internet service,PaperlessBilling,Yes,446,0.905829596412556
OnlineSecurity,No internet service,PaperlessBilling,No,1080,0.9342592592592592
OnlineSecurity,No,PaymentMethod,Electronic check,1734,0.4682814302191465
OnlineSecurity,No,PaymentMethod,Mailed check,517,0.620889748549323
OnlineSecurity,No,PaymentMethod,Bank transfer (automatic),644,0.7158385093167702
OnlineSecurity,No,PaymentMethod,Credit card (automatic),603,0.7346600331674958
OnlineSecurity,Yes,PaymentMethod,Electronic check,509,0.7367387033398821
OnlineSecurity,Yes,PaymentMethod,Mailed check,354,0.884180790960452
OnlineSecurity,Yes,PaymentMethod,Bank transfer (automatic),568,0.8996478873239436
OnlineSecurity,Yes,PaymentMethod,Credit card (automatic),588,0.8928571428571429
OnlineSecurity,No internet service,PaymentMethod,Electronic check,122,0.8770491803278688
OnlineSecurity,No internet service,PaymentMethod,Mailed check,741,0.9041835357624831
