_rule,MonthlyCharges,tenure,TotalCharges,customerID,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PhoneService,MultipleLines
total_vs_monthly_times_tenure,94.8,17.0,1563.9,7225-CBZPL,,,,,,,,,
total_vs_monthly_times_tenure,105.3,6.0,545.2,4587-VVTOX,,,,,,,,,
total_vs_monthly_times_tenure,102.6,63.0,6296.75,2019-HDCZY,,,,,,,,,
total_vs_monthly_times_tenure,73.85,16.0,1284.2,4652-NNHNY,,,,,,,,,
total_vs_monthly_times_tenure,57.55,3.0,161.45,7404-JLKQG,,,,,,,,,
total_vs_monthly_times_tenure,84.55,7.0,646.85,8972-HJWNV,,,,,,,,,
total_vs_monthly_times_tenure,19.6,68.0,1441.65,3274-NSDWE,,,,,,,,,
total_vs_monthly_times_tenure,107.7,72.0,7919.8,8915-NNTRC,,,,,,,,,
total_vs_monthly_times_tenure,19.3,32.0,593.2,5914-GXMDA,,,,,,,,,
total_vs_monthly_times_tenure,63.7,42.0,2763.35,2541-YGPKE,,,,,,,,,
total_vs_monthly_times_tenure,24.75,25.0,692.1,8515-OCTJS,,,,,,,,,
total_vs_monthly_times_tenure,24.45,4.0,86.6,5261-QSHQM,,,,,,,,,
total_vs_monthly_times_tenure,110.1,63.0,6705.7,4778-IZARL,,,,,,,,,
total_vs_monthly_times_tenure,90.7,3.0,237.65,0432-CAJZV,,,,,,,,,
total_vs_monthly_times_tenure,24.35,71.0,1654.6,9365-CSLBQ,,,,,,,,,
total_vs_monthly_times_tenure,25.1,72.0,1857.85,5884-FBCTL,,,,,,,,,
total_vs_monthly_times_tenure,54.55,16.0,825.1,7130-CTCUS,,,,,,,,,
total_vs_monthly_times_tenure,38.5,8.0,330.8,7634-WSWDB,,,,,,,,,
total_vs_monthly_times_tenure,92.9,14.0,1337.45,6986-IXNDM,,,,,,,,,
total_vs_monthly_times_tenure,66.0,70.0,4891.5,9769-TSBZE,,,,,,,,,
total_vs_monthly_times_tenure,61.45,69.0,4131.2,6023-GSSXW,,,,,,,,,
total_vs_monthly_times_tenure,99.75,39.0,4036.0,0420-HLGXF,,,,,,,,,
total_vs_monthly_times_tenure,20.3,38.0,743.05,0582-AVCLN,,,,,,,,,
total_vs_monthly_times_tenure,86.7,63.0,5309.5,4006-HKYHO,,,,,,,,,
total_vs_monthly_times_tenure,54.35,2.0,117.05,9667-TKTVZ,,,,,,,,,
total_vs_monthly_times_tenure,108.1,52.0,5839.3,3657-COGMW,,,,,,,,,
total_vs_monthly_times_tenure,54.45,36.0,1893.5,8570-KLJYJ,,,,,,,,,
total_vs_monthly_times_tenure,64.95,72.0,4546.0,4334-HOWRP,,,,,,,,,
total_vs_monthly_times_tenure,18.85,10.0,163.2,5863-OOKCL,,,,,,,,,
total_vs_monthly_times_tenure,25.05,7.0,189.95,1329-VHWNP,,,,,,,,,
total_vs_monthly_times_tenure,74.8,4.0,321.9,2984-MIIZL,,,,,,,,,
total_vs_monthly_times_tenure,114.3,72.0,8058.55,0266-GMEAO,,,,,,,,,
total_vs_monthly_times_tenure,109.2,63.0,7049.75,5574-NXZIU,,,,,,,,,
total_vs_monthly_times_tenure,51.0,5.0,286.8,4256-ZWTZI,,,,,,,,,
total_vs_monthly_times_tenure,93.25,52.0,4631.7,1485-YDHMM,,,,,,,,,
total_vs_monthly_times_tenure,20.25,18.0,401.95,4054-CUMIA,,,,,,,,,
total_vs_monthly_times_tenure,20.6,60.0,1093.0,2525-GVKQU,,,,,,,,,
total_vs_monthly_times_tenure,94.1,7.0,701.3,8161-QYMTT,,,,,,,,,
total_vs_monthly_times_tenure,34.8,59.0,1980.3,9581-GVBXT,,,,,,,,,
total_vs_monthly_times_tenure,60.75,46.0,2893.4,5862-BRIXZ,,,,,,,,,
total_vs_monthly_times_tenure,64.05,59.0,3886.85,3308-JSGML,,,,,,,,,
total_vs_monthly_times_tenure,71.0,14.0,914.0,3677-TNKIO,,,,,,,,,
total_vs_monthly_times_tenure,50.15,44.0,2139.1,0440-QEXBZ,,,,,,,,,
total_vs_monthly_times_tenure,59.75,58.0,3624.35,6762-QVYJO,,,,,,,,,
total_vs_monthly_times_tenure,100.25,46.0,4753.85,6199-IWKGC,,,,,,,,,
total_vs_monthly_times_tenure,97.7,72.0,6869.7,8152-VETUR,,,,,,,,,
total_vs_monthly_times_tenure,40.3,30.0,1172.95,9667-EQRXU,,,,,,,,,
total_vs_monthly_times_tenure,56.25,34.0,1765.95,9522-BNTHX,,,,,,,,,
total_vs_monthly_times_tenure,46.2,54.0,2431.95,4676-WLUHT,,,,,,,,,
total_vs_monthly_times_tenure,24.9,72.0,1859.2,7980-MHFLQ,,,,,,,,,
total_vs_monthly_times_tenure,84.85,40.0,3303.05,2873-ZLIWT,,,,,,,,,
total_vs_monthly_times_tenure,38.9,16.0,664.4,6537-QLGEX,,,,,,,,,
total_vs_monthly_times_tenure,46.3,53.0,2546.85,3160-TYXLT,,,,,,,,,
total_vs_monthly_times_tenure,67.5,22.0,1544.05,0628-CNQRM,,,,,,,,,
total_vs_monthly_times_tenure,26.1,29.0,692.55,6199-IPCAO,,,,,,,,,
total_vs_monthly_times_tenure,79.2,72.0,5401.9,2235-EZAIK,,,,,,,,,
total_vs_monthly_times_tenure,20.9,10.0,247.0,3847-BAERP,,,,,,,,,
total_vs_monthly_times_tenure,74.75,9.0,706.6,4282-YMKNA,,,,,,,,,
total_vs_monthly_times_tenure,82.3,3.0,214.4,0641-EVBOJ,,,,,,,,,
total_vs_monthly_times_tenure,89.4,20.0,1871.15,0829-XXPLX,,,,,,,,,
total_vs_monthly_times_tenure,99.15,64.0,6171.2,9974-JFBHQ,,,,,,,,,
total_vs_monthly_times_tenure,29.45,6.0,161.45,6624-JDRDS,,,,,,,,,
total_vs_monthly_times_tenure,59.15,6.0,336.7,9780-FKVVF,,,,,,,,,
total_vs_monthly_times_tenure,44.75,7.0,333.65,1919-RTPQD,,,,,,,,,
total_vs_monthly_times_tenure,19.45,33.0,600.25,2650-GYRYL,,,,,,,,,
total_vs_monthly_times_tenure,25.05,2.0,56.35,0746-JTRFU,,,,,,,,,
total_vs_monthly_times_tenure,99.45,59.0,5623.7,6627-CFOSN,,,,,,,,,
total_vs_monthly_times_tenure,20.35,36.0,695.85,3982-JGSFD,,,,,,,,,
total_vs_monthly_times_tenure,19.15,35.0,638.0,6016-NXBNJ,,,,,,,,,
total_vs_monthly_times_tenure,95.55,27.0,2510.2,0576-WNXXC,,,,,,,,,
total_vs_monthly_times_tenure,62.85,53.0,3419.5,4632-XJMEX,,,,,,,,,
total_vs_monthly_times_tenure,94.95,19.0,1760.25,3452-GWUIN,,,,,,,,,
total_vs_monthly_times_tenure,86.1,43.0,3551.65,2716-GFZOR,,,,,,,,,
total_vs_monthly_times_tenure,24.8,56.0,1424.2,8626-XHBIE,,,,,,,,,
total_vs_monthly_times_tenure,39.3,57.0,2111.45,4628-CTTLA,,,,,,,,,
total_vs_monthly_times_tenure,80.5,24.0,2088.45,7278-CKDNC,,,,,,,,,
total_vs_monthly_times_tenure,99.9,63.0,6137.0,2748-MYRVK,,,,,,,,,
total_vs_monthly_times_tenure,39.85,35.0,1434.6,8450-UYIBU,,,,,,,,,
total_vs_monthly_times_tenure,60.5,67.0,3870.0,2969-VAPYH,,,,,,,,,
total_vs_monthly_times_tenure,84.8,25.0,2043.45,4822-YCXMX,,,,,,,,,
total_vs_monthly_times_tenure,67.8,13.0,842.25,8474-UMLNT,,,,,,,,,
total_vs_monthly_times_tenure,24.85,71.0,1901.0,3836-FZSDJ,,,,,,,,,
total_vs_monthly_times_tenure,19.35,29.0,601.6,9142-XMYJH,,,,,,,,,
total_vs_monthly_times_tenure,89.0,7.0,605.45,0187-QSXOE,,,,,,,,,
total_vs_monthly_times_tenure,20.3,27.0,595.05,5214-CHIWJ,,,,,,,,,
total_vs_monthly_times_tenure,74.9,6.0,469.8,4229-CZMLL,,,,,,,,,
total_vs_monthly_times_tenure,89.75,59.0,5496.9,6917-YACBP,,,,,,,,,
total_vs_monthly_times_tenure,49.95,2.0,107.1,4223-WOZCM,,,,,,,,,
total_vs_monthly_times_tenure,65.7,72.0,4575.35,0769-MURVM,,,,,,,,,
total_vs_monthly_times_tenure,19.8,32.0,587.7,5917-RYRMG,,,,,,,,,
total_vs_monthly_times_tenure,75.7,50.0,3876.2,5120-ZBLAI,,,,,,,,,
total_vs_monthly_times_tenure,101.25,15.0,1457.25,3663-MITLP,,,,,,,,,
total_vs_monthly_times_tenure,18.95,9.0,185.6,9025-ZRPVR,,,,,,,,,
total_vs_monthly_times_tenure,86.55,12.0,1066.9,7858-GTZSP,,,,,,,,,
total_vs_monthly_times_tenure,28.6,37.0,973.55,3285-UCQVC,,,,,,,,,
total_vs_monthly_times_tenure,19.8,18.0,342.3,4685-TFLLS,,,,,,,,,
total_vs_monthly_times_tenure,45.65,21.0,985.05,3470-BTGQO,,,,,,,,,
total_vs_monthly_times_tenure,56.4,68.0,3948.45,1209-VFFOC,,,,,,,,,
total_vs_monthly_times_tenure,73.3,12.0,828.05,8224-DWCKX,,,,,,,,,
total_vs_monthly_times_tenure,24.35,2.0,41.85,5482-PLVPE,,,,,,,,,
total_vs_monthly_times_tenure,79.9,5.0,343.95,0495-ZBNGW,,,,,,,,,
total_vs_monthly_times_tenure,104.05,62.0,6590.5,7572-KPVKK,,,,,,,,,
total_vs_monthly_times_tenure,73.7,69.0,4885.85,7103-ZGVNT,,,,,,,,,
total_vs_monthly_times_tenure,96.2,11.0,1222.05,3737-GCSPV,,,,,,,,,
total_vs_monthly_times_tenure,20.15,23.0,405.6,7137-NAXML,,,,,,,,,
total_vs_monthly_times_tenure,19.75,10.0,208.25,2428-ZMCTB,,,,,,,,,
total_vs_monthly_times_tenure,70.05,45.0,3062.45,1768-HNVGJ,,,,,,,,,
total_vs_monthly_times_tenure,24.05,70.0,1764.75,6963-KQYQB,,,,,,,,,
total_vs_monthly_times_tenure,84.75,22.0,1816.75,5934-RMPOV,,,,,,,,,
total_vs_monthly_times_tenure,23.05,52.0,1255.1,1207-BLKSA,,,,,,,,,
total_vs_monthly_times_tenure,19.55,72.0,1463.45,1166-PQLGG,,,,,,,,,
total_vs_monthly_times_tenure,20.05,7.0,96.8,4291-YZODP,,,,,,,,,
total_vs_monthly_times_tenure,85.55,5.0,408.5,4395-PZMSN,,,,,,,,,
total_vs_monthly_times_tenure,43.55,21.0,1011.5,8706-HRADD,,,,,,,,,
total_vs_monthly_times_tenure,54.9,44.0,2549.1,4385-ZKVNW,,,,,,,,,
total_vs_monthly_times_tenure,50.8,6.0,288.05,3683-QKIUE,,,,,,,,,
total_vs_monthly_times_tenure,75.1,14.0,1013.35,8107-KNCIM,,,,,,,,,
total_vs_monthly_times_tenure,25.05,7.0,152.95,9027-YFHQJ,,,,,,,,,
total_vs_monthly_times_tenure,75.15,48.0,3772.65,5176-LDKUH,,,,,,,,,
total_vs_monthly_times_tenure,19.5,55.0,1026.35,4644-OBGFZ,,,,,,,,,
total_vs_monthly_times_tenure,70.3,3.0,220.4,4029-HPFVY,,,,,,,,,
total_vs_monthly_times_tenure,75.85,3.0,256.6,3519-ZKXGG,,,,,,,,,
total_vs_monthly_times_tenure,59.55,33.0,2016.3,4664-NJCMS,,,,,,,,,
total_vs_monthly_times_tenure,19.05,16.0,326.65,0307-BCOPK,,,,,,,,,
total_vs_monthly_times_tenure,95.65,56.0,5471.75,7629-WFGLW,,,,,,,,,
total_vs_monthly_times_tenure,19.4,57.0,1061.6,5016-LIPDW,,,,,,,,,
total_vs_monthly_times_tenure,36.1,56.0,1971.5,6481-LXPWL,,,,,,,,,
total_vs_monthly_times_tenure,94.0,8.0,773.65,1567-DSCIC,,,,,,,,,
total_vs_monthly_times_tenure,61.15,22.0,1422.05,2150-UWTFY,,,,,,,,,
total_vs_monthly_times_tenure,64.1,40.0,2460.35,9362-MWODR,,,,,,,,,
total_vs_monthly_times_tenure,19.75,46.0,856.5,9975-GPKZU,,,,,,,,,
total_vs_monthly_times_tenure,19.7,63.0,1275.85,9625-RZFUK,,,,,,,,,
total_vs_monthly_times_tenure,52.5,24.0,1208.15,6867-ACCZI,,,,,,,,,
total_vs_monthly_times_tenure,56.1,19.0,1033.9,5939-XAIXZ,,,,,,,,,
total_vs_monthly_times_tenure,88.75,22.0,1885.15,9054-FOWNV,,,,,,,,,
total_vs_monthly_times_tenure,26.0,70.0,2006.95,8207-VVMYB,,,,,,,,,
total_vs_monthly_times_tenure,99.4,49.0,5025.0,9732-EQMWY,,,,,,,,,
total_vs_monthly_times_tenure,109.55,43.0,4830.25,9360-AHGNL,,,,,,,,,
total_vs_monthly_times_tenure,66.4,2.0,94.55,5485-WUYWF,,,,,,,,,
total_vs_monthly_times_tenure,100.05,66.0,6871.9,2632-UCGVD,,,,,,,,,
total_vs_monthly_times_tenure,102.0,62.0,6529.25,5445-PZWGX,,,,,,,,,
total_vs_monthly_times_tenure,90.2,17.0,1454.15,9170-CCKOU,,,,,,,,,
total_vs_monthly_times_tenure,25.15,56.0,1327.15,1043-YCUTE,,,,,,,,,
total_vs_monthly_times_tenure,79.85,31.0,2404.15,3814-MLAXC,,,,,,,,,
total_vs_monthly_times_tenure,49.6,2.0,114.7,1226-UDFZR,,,,,,,,,
total_vs_monthly_times_tenure,20.95,6.0,109.5,5955-EPOAZ,,,,,,,,,
total_vs_monthly_times_tenure,25.4,25.0,546.85,8815-LMFLX,,,,,,,,,
total_vs_monthly_times_tenure,91.85,3.0,257.05,5442-UTCVD,,,,,,,,,
total_vs_monthly_times_tenure,73.9,31.0,2217.15,2091-RFFBA,,,,,,,,,
total_vs_monthly_times_tenure,89.8,14.0,1129.1,2114-MGINA,,,,,,,,,
total_vs_monthly_times_tenure,85.15,12.0,979.05,7596-LDUXP,,,,,,,,,
total_vs_monthly_times_tenure,46.0,10.0,492.1,5651-CPDND,,,,,,,,,
total_vs_monthly_times_tenure,19.75,66.0,1344.5,7729-XBTWX,,,,,,,,,
total_vs_monthly_times_tenure,86.35,51.0,4267.15,9134-WYRVP,,,,,,,,,
total_vs_monthly_times_tenure,19.55,29.0,521.8,0559-CKHUS,,,,,,,,,
total_vs_monthly_times_tenure,50.6,22.0,1073.3,2582-FFFZR,,,,,,,,,
total_vs_monthly_times_tenure,65.6,72.0,4566.5,8908-NMQTX,,,,,,,,,
total_vs_monthly_times_tenure,40.1,7.0,293.3,2187-LZGPL,,,,,,,,,
total_vs_monthly_times_tenure,82.1,33.0,2603.1,1431-AIDJQ,,,,,,,,,
total_vs_monthly_times_tenure,20.85,71.0,1539.75,5324-KTGCG,,,,,,,,,
total_vs_monthly_times_tenure,80.35,14.0,1058.1,5599-HVLTW,,,,,,,,,
total_vs_monthly_times_tenure,70.15,2.0,123.8,7394-LWLYN,,,,,,,,,
total_vs_monthly_times_tenure,84.05,32.0,2781.85,3707-LRWZD,,,,,,,,,
total_vs_monthly_times_tenure,51.1,15.0,711.15,1101-SSWAG,,,,,,,,,
total_vs_monthly_times_tenure,25.55,71.0,1898.1,5743-KHMNA,,,,,,,,,
total_vs_monthly_times_tenure,90.55,31.0,2929.75,5325-UWTWJ,,,,,,,,,
total_vs_monthly_times_tenure,84.95,18.0,1443.65,9208-OLGAQ,,,,,,,,,
total_vs_monthly_times_tenure,110.1,72.0,7746.7,3244-CQPHU,,,,,,,,,
total_vs_monthly_times_tenure,45.4,5.0,214.75,9708-HPXWZ,,,,,,,,,
total_vs_monthly_times_tenure,80.65,68.0,5330.2,2200-DSAAL,,,,,,,,,
total_vs_monthly_times_tenure,66.4,42.0,2727.8,9351-LZYGF,,,,,,,,,
total_vs_monthly_times_tenure,20.35,7.0,150.6,6671-NGWON,,,,,,,,,
total_vs_monthly_times_tenure,50.35,6.0,314.55,0096-BXERS,,,,,,,,,
total_vs_monthly_times_tenure,20.45,15.0,330.8,7998-ZLXWN,,,,,,,,,
total_vs_monthly_times_tenure,64.75,13.0,877.35,6253-WRFHY,,,,,,,,,
total_vs_monthly_times_tenure,85.6,56.0,4902.8,5018-GWURO,,,,,,,,,
total_vs_monthly_times_tenure,79.85,24.0,1857.75,0537-QYZZN,,,,,,,,,
total_vs_monthly_times_tenure,54.1,36.0,1992.85,3340-QBBFM,,,,,,,,,
total_vs_monthly_times_tenure,80.85,9.0,751.65,1704-NRWYE,,,,,,,,,
total_vs_monthly_times_tenure,24.75,3.0,66.95,2592-SEIFQ,,,,,,,,,
total_vs_monthly_times_tenure,24.5,13.0,343.6,3372-CDXFJ,,,,,,,,,
total_vs_monthly_times_tenure,20.05,25.0,520.1,7632-YUTXB,,,,,,,,,
total_vs_monthly_times_tenure,114.3,66.0,7383.7,9896-UYMIE,,,,,,,,,
total_vs_monthly_times_tenure,80.0,22.0,1706.45,8212-CRQXP,,,,,,,,,
total_vs_monthly_times_tenure,20.85,67.0,1327.4,6980-CDGFC,,,,,,,,,
total_vs_monthly_times_tenure,89.95,68.0,5974.3,7691-XVTZH,,,,,,,,,
total_vs_monthly_times_tenure,48.75,4.0,179.85,2277-VWCNI,,,,,,,,,
total_vs_monthly_times_tenure,57.55,55.0,3046.4,3400-ESFUW,,,,,,,,,
total_vs_monthly_times_tenure,19.4,17.0,358.05,3525-DVKFN,,,,,,,,,
total_vs_monthly_times_tenure,100.4,30.0,2936.25,1482-OXZSY,,,,,,,,,
total_vs_monthly_times_tenure,103.95,69.0,7446.9,5502-RLUYV,,,,,,,,,
total_vs_monthly_times_tenure,103.1,66.0,6595.0,3086-RUCRN,,,,,,,,,
total_vs_monthly_times_tenure,24.7,7.0,149.05,5215-LNLDJ,,,,,,,,,
total_vs_monthly_times_tenure,62.45,32.0,2045.55,0257-KXZGU,,,,,,,,,
total_vs_monthly_times_tenure,83.55,6.0,477.55,8417-FMLZI,,,,,,,,,
total_vs_monthly_times_tenure,20.35,8.0,178.7,1850-AKQEP,,,,,,,,,
total_vs_monthly_times_tenure,71.45,72.0,5025.85,2824-DXNKN,,,,,,,,,
total_vs_monthly_times_tenure,94.65,16.0,1461.15,0848-ZGQIJ,,,,,,,,,
total_vs_monthly_times_tenure,49.9,57.0,2782.4,3621-CHYVB,,,,,,,,,
total_vs_monthly_times_tenure,20.75,21.0,452.2,5372-FBKBN,,,,,,,,,
total_vs_monthly_times_tenure,75.4,17.0,1322.55,6217-TOWGS,,,,,,,,,
total_vs_monthly_times_tenure,21.05,8.0,139.75,1045-LTCYT,,,,,,,,,
total_vs_monthly_times_tenure,69.35,27.0,1927.3,1544-JJMYL,,,,,,,,,
total_vs_monthly_times_tenure,97.0,30.0,3021.3,6874-SGLHU,,,,,,,,,
total_vs_monthly_times_tenure,66.4,33.0,2245.4,5951-AOFIH,,,,,,,,,
total_vs_monthly_times_tenure,103.3,19.0,2012.7,5449-FIBXJ,,,,,,,,,
total_vs_monthly_times_tenure,79.7,70.0,5743.3,3486-HOOGQ,,,,,,,,,
total_vs_monthly_times_tenure,61.4,32.0,1864.65,5061-PBXFW,,,,,,,,,
total_vs_monthly_times_tenure,69.8,18.0,1221.65,8630-FJLIB,,,,,,,,,
total_vs_monthly_times_tenure,40.55,37.0,1390.85,3891-NLXJB,,,,,,,,,
total_vs_monthly_times_tenure,90.7,16.0,1374.9,0577-WHMEV,,,,,,,,,
total_vs_monthly_times_tenure,60.6,19.0,1297.8,3639-XJHKQ,,,,,,,,,
total_vs_monthly_times_tenure,24.95,51.0,1222.25,2263-SFSQZ,,,,,,,,,
total_vs_monthly_times_tenure,20.3,28.0,487.95,9950-MTGYX,,,,,,,,,
total_vs_monthly_times_tenure,79.9,3.0,260.9,6161-UUUTA,,,,,,,,,
total_vs_monthly_times_tenure,58.6,15.0,939.7,4925-LMHOK,,,,,,,,,
total_vs_monthly_times_tenure,98.5,10.0,1037.75,1455-UGQVH,,,,,,,,,
total_vs_monthly_times_tenure,19.4,4.0,93.4,8410-BGQXN,,,,,,,,,
total_vs_monthly_times_tenure,24.95,68.0,1614.9,1619-YWUBB,,,,,,,,,
total_vs_monthly_times_tenure,75.0,22.0,1573.95,7611-YKYTC,,,,,,,,,
total_vs_monthly_times_tenure,78.2,18.0,1468.75,0365-GXEZS,,,,,,,,,
total_vs_monthly_times_tenure,94.2,29.0,2607.6,0082-OQIQY,,,,,,,,,
total_vs_monthly_times_tenure,81.7,12.0,858.6,3018-TFTSU,,,,,,,,,
total_vs_monthly_times_tenure,69.55,48.0,3435.6,0667-NSRGI,,,,,,,,,
total_vs_monthly_times_tenure,25.4,15.0,399.6,7083-YNSKY,,,,,,,,,
total_vs_monthly_times_tenure,83.75,41.0,3273.55,2479-BRAMR,,,,,,,,,
total_vs_monthly_times_tenure,48.95,19.0,955.6,6937-GCDGQ,,,,,,,,,
total_vs_monthly_times_tenure,54.2,3.0,140.4,0988-JRWWP,,,,,,,,,
total_vs_monthly_times_tenure,24.45,59.0,1493.1,5075-JSDKI,,,,,,,,,
total_vs_monthly_times_tenure,40.15,42.0,1626.05,8644-XYTSV,,,,,,,,,
total_vs_monthly_times_tenure,74.9,7.0,541.15,6711-FLDFB,,,,,,,,,
total_vs_monthly_times_tenure,25.6,67.0,1784.9,3873-WOSBC,,,,,,,,,
total_vs_monthly_times_tenure,24.1,4.0,73.1,4116-IQRFR,,,,,,,,,
total_vs_monthly_times_tenure,74.15,42.0,3229.4,3714-JTVOV,,,,,,,,,
total_vs_monthly_times_tenure,115.6,54.0,6431.05,0442-ZXKVS,,,,,,,,,
total_vs_monthly_times_tenure,24.05,54.0,1230.9,3120-FAZKD,,,,,,,,,
total_vs_monthly_times_tenure,84.3,3.0,235.05,0225-ZORZP,,,,,,,,,
total_vs_monthly_times_tenure,20.0,11.0,196.35,0967-BMLBD,,,,,,,,,
total_vs_monthly_times_tenure,78.3,12.0,909.25,6178-KFNHS,,,,,,,,,
total_vs_monthly_times_tenure,20.7,39.0,762.45,5006-MXVRN,,,,,,,,,
total_vs_monthly_times_tenure,20.15,37.0,785.75,8327-WKMIE,,,,,,,,,
total_vs_monthly_times_tenure,26.0,72.0,1776.0,6917-FIJHC,,,,,,,,,
total_vs_monthly_times_tenure,77.35,72.0,5396.25,5329-KRDTM,,,,,,,,,
total_vs_monthly_times_tenure,66.05,8.0,574.5,7797-EJMDP,,,,,,,,,
total_vs_monthly_times_tenure,19.9,22.0,400.3,3530-VWVGU,,,,,,,,,
total_vs_monthly_times_tenure,68.15,38.0,2656.3,6368-NWMCE,,,,,,,,,
total_vs_monthly_times_tenure,80.85,17.0,1445.95,3633-CDBUW,,,,,,,,,
total_vs_monthly_times_tenure,92.45,72.0,6440.25,8580-QVLOC,,,,,,,,,
total_vs_monthly_times_tenure,83.2,15.0,1130.0,9274-UARKJ,,,,,,,,,
total_vs_monthly_times_tenure,87.55,72.0,6463.15,4077-HWUYD,,,,,,,,,
total_vs_monthly_times_tenure,99.55,11.0,1131.2,2012-NWRPA,,,,,,,,,
total_vs_monthly_times_tenure,81.25,8.0,585.95,8808-ELEHO,,,,,,,,,
total_vs_monthly_times_tenure,20.7,30.0,587.1,7305-ZWMAJ,,,,,,,,,
total_vs_monthly_times_tenure,75.3,10.0,720.45,9518-XXBXE,,,,,,,,,
total_vs_monthly_times_tenure,99.25,23.0,2186.4,3934-HXCFZ,,,,,,,,,
total_vs_monthly_times_tenure,88.15,44.0,3973.2,9688-YGXVR,,,,,,,,,
total_vs_monthly_times_tenure,79.35,9.0,661.25,4910-AQFFX,,,,,,,,,
total_vs_monthly_times_tenure,79.75,15.0,1111.85,2154-KVJFF,,,,,,,,,
total_vs_monthly_times_tenure,85.8,3.0,272.2,0378-TOVMS,,,,,,,,,
total_vs_monthly_times_tenure,84.5,12.0,916.9,5520-FVEWJ,,,,,,,,,
total_vs_monthly_times_tenure,26.25,72.0,1988.05,4625-XMOYM,,,,,,,,,
total_vs_monthly_times_tenure,20.45,9.0,147.55,1385-TQOZW,,,,,,,,,
total_vs_monthly_times_tenure,67.75,2.0,116.65,3750-CKVKH,,,,,,,,,
total_vs_monthly_times_tenure,54.9,53.0,3045.75,5944-UGLLK,,,,,,,,,
total_vs_monthly_times_tenure,20.15,6.0,130.5,7787-BNTZM,,,,,,,,,
total_vs_monthly_times_tenure,90.35,9.0,767.9,2252-ISRNH,,,,,,,,,
total_vs_monthly_times_tenure,80.05,10.0,830.7,4547-KQRTM,,,,,,,,,
total_vs_monthly_times_tenure,69.8,20.0,1540.35,0599-XNYDO,,,,,,,,,
total_vs_monthly_times_tenure,20.55,72.0,1432.55,6855-VLGOS,,,,,,,,,
total_vs_monthly_times_tenure,104.85,62.0,6312.9,0471-ARVMX,,,,,,,,,
total_vs_monthly_times_tenure,60.95,10.0,629.55,7766-CLTIC,,,,,,,,,
total_vs_monthly_times_tenure,81.15,31.0,2640.55,5650-YLIBA,,,,,,,,,
total_vs_monthly_times_tenure,95.0,33.0,3008.15,2105-PHWON,,,,,,,,,
total_vs_monthly_times_tenure,20.15,10.0,220.8,1494-EJZDW,,,,,,,,,
total_vs_monthly_times_tenure,21.2,10.0,222.65,8003-EWNDZ,,,,,,,,,
total_vs_monthly_times_tenure,24.2,39.0,914.6,1897-RCFUM,,,,,,,,,
total_vs_monthly_times_tenure,20.3,11.0,246.3,9256-JTBNZ,,,,,,,,,
total_vs_monthly_times_tenure,102.8,21.0,2110.15,4658-HCOHW,,,,,,,,,
total_vs_monthly_times_tenure,85.3,68.0,5560.0,2211-RMNHO,,,,,,,,,
total_vs_monthly_times_tenure,99.95,6.0,547.65,3440-JPSCL,,,,,,,,,
total_vs_monthly_times_tenure,56.25,18.0,969.85,4929-ROART,,,,,,,,,
total_vs_monthly_times_tenure,25.0,11.0,300.7,1734-ZMNTZ,,,,,,,,,
total_vs_monthly_times_tenure,55.1,25.0,1466.1,2519-TWKFS,,,,,,,,,
total_vs_monthly_times_tenure,117.8,72.0,8684.8,2889-FPWRM,,,,,,,,,
total_vs_monthly_times_tenure,64.75,72.0,4804.75,9499-XPZXM,,,,,,,,,
total_vs_monthly_times_tenure,94.75,4.0,422.4,6350-XFYGW,,,,,,,,,
total_vs_monthly_times_tenure,79.65,3.0,251.75,4290-BSXUX,,,,,,,,,
total_vs_monthly_times_tenure,49.45,6.0,314.6,0311-QYWSS,,,,,,,,,
total_vs_monthly_times_tenure,95.35,69.0,6382.0,8755-IWJHN,,,,,,,,,
total_vs_monthly_times_tenure,54.2,12.0,690.5,1202-KKGFU,,,,,,,,,
total_vs_monthly_times_tenure,19.3,13.0,279.3,6112-KTHFQ,,,,,,,,,
total_vs_monthly_times_tenure,18.75,2.0,53.15,9426-SXNHE,,,,,,,,,
total_vs_monthly_times_tenure,20.15,40.0,777.35,9068-FHQHD,,,,,,,,,
total_vs_monthly_times_tenure,75.55,2.0,166.3,7817-BOQPW,,,,,,,,,
total_vs_monthly_times_tenure,65.25,3.0,209.9,1230-QAJDW,,,,,,,,,
total_vs_monthly_times_tenure,50.55,13.0,610.75,5701-ZIKJE,,,,,,,,,
total_vs_monthly_times_tenure,45.25,4.0,155.35,7396-VJUZB,,,,,,,,,
total_vs_monthly_times_tenure,26.45,37.0,911.6,6509-TSGWN,,,,,,,,,
total_vs_monthly_times_tenure,19.65,23.0,478.1,3178-CIFOT,,,,,,,,,
total_vs_monthly_times_tenure,19.05,42.0,761.85,4530-NDRKU,,,,,,,,,
total_vs_monthly_times_tenure,74.75,32.0,2282.95,5985-TBABQ,,,,,,,,,
total_vs_monthly_times_tenure,75.8,22.0,1615.1,9800-ONTFE,,,,,,,,,
total_vs_monthly_times_tenure,25.1,42.0,1097.15,6743-HHQPF,,,,,,,,,
total_vs_monthly_times_tenure,44.45,8.0,369.3,8455-HIRAQ,,,,,,,,,
