column,rule,value,count,note
TotalCharges,rare_level,3887.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2490.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,593.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3510.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,765.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1259.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5538.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1339.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5624.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1348.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3778.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,611.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4867.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1505.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,467.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,401.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,194.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,571.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,80.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5253.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2172.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,740.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,521.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1412.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1532.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,250.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1090.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1446.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2282.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4300.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1111.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,190.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4447.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,143.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3450.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,810.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1830.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2820.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4847.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4729.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1511.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1398.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2564.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1685.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5826.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6066.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,228.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,270.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1529.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,168.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,536.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1888.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,629.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,289.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2117.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4730.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2033.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1732.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1099.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5744.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,75.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,523.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4805.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,59.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6110.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1596.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1046.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4424.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,194.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,612.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6127.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6671.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5264.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,303.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4818.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6448.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7159.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1574.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2879.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2007.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4159.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6638.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3112.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7168.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1326.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2234.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,495.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,8317.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,679.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,62.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7544.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1188.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,676.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,74.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3242.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1240.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4111.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5899.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,632.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5193.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7530.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,270.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5460.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1614.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,402.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1367.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,483.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7962.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3810.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1195.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1396.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1345.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1646.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,8127.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2680.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1281.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1553.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3207.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2049.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3629.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5124.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3474.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5526.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,147.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,86.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,579.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3131.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3928.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,187.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1710.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5032.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1520.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5961.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1221.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1496.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1292.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4925.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1713.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1748.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1364.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,96.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1114.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,609.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7133.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,169.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,141.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4688.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,563.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5985.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1258.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,373.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,857.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2553.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4322.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,250.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4549.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1359.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1639.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,178.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,633.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5315.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,735.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,889.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1290.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,330.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,237.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6474.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4421.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2452.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,813.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4904.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4484.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2033.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,538.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,79.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2192.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3858.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,854.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,347.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5815.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3970.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3058.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6145.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,129.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1165.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,132.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1554.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4904.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5632.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1643.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,740.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3217.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4888.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1228.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5791.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7008.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6840.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3001.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6254.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,319.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1938.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,294.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,58.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,442.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4103.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,546.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,797.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,76.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1673.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,193.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7412.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4039.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,170.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2948.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1308.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6078.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6603.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3166.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,865.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6373.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1177.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5985.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,732.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7869.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1504.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,936.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,741.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6585.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3122.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2633.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1088.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,615.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2908.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,739.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,593.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1132.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7227.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,40.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1291.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2023.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,349.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,153.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5458.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5244.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,154.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4507.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2031.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,50.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,332.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,473.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,106.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,152.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1199.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2555.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2979.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4619.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3834.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1534.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4586.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4298.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5941.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,424.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2234.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,666.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,281.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,547.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,571.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1756.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5731.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3475.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,156.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2683.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,896.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2407.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4456.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6998.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,36.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6547.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4346.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2265.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1309.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4754.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,48.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3562.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7213.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2082.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,102.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5914.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1074.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1282.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4738.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1775.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,795.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,145.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4993.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,61.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4018.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1146.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6081.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1478.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,243.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2633.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4735.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1247.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3794.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2531.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2130.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1313.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5727.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1372.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1203.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,25.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1215.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2877.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1579.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5514.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,96.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,72.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,273.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2443.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1970.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,335.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7002.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,158.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,293.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1493.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1093.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1057.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,190.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,882.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,731.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1025.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1436.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,475.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5388.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5730.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,819.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,217.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4896.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1434.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,937.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,330.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1474.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6536.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1128.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6873.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2199.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,457.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,566.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2471.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3107.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,518.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5769.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6126.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,832.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1555.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1790.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,74.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,246.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,261.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,898.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4509.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5480.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,653.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7878.3,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,639.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,478.75,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,127.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4391.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,270.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6710.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3975.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1704.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,415.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,950.2,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1497.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,780.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3512.15,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6350.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3517.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3375.9,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7508.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1245.05,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5347.95,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,493.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1263.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,385.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3384.0,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,284.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1638.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,165.4,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,120.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4473.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,520.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5717.85,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,88.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,4312.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2755.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,994.55,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6511.25,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1218.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,7447.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1169.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,279.5,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5720.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3121.45,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,6468.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5918.8,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,675.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,3521.7,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,923.1,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1110.35,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,1611.65,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,2293.6,1,prop=0.0001 < 0.0050
TotalCharges,rare_level,5553.25,1,prop=0.0001 < 0.0050
